date,code,spot,futures
2017/3/21,°×ÌÇ,6794,6672
2017/3/21,°×Òø,4072,4142
2017/3/21,¹èÌú,5675,6124
2017/3/21,Ïß²Ä,3887.14,3279
2017/3/21,¾Û±ûÏ©,8345.83,8269
2017/3/21,¾ÛÒÒÏ©,9530,9400
2017/3/21,²ËÓÍ,6653.57,6778
2017/3/21,²Ë×Ñ,5125,4953
2017/3/21,²ËÆÉ,2473.12,2412
2017/3/21,ÂÝÎÆ¸Ö,3727.5,3476
2017/3/21,¶¹Ò»,3810,3790
2017/3/21,¶¹ÓÍ,6530,6498
2017/3/21,¶¹ÆÉ,3084,2877
2017/3/21,Ìú¿óÊ¯,692.78,687.5
2017/3/21,Ç¦,18150,18340
2017/3/21,Í­,47080,47290
2017/3/21,ÂÁ,13510,13880
2017/3/21,Ð¿,23890,23445
2017/3/21,Îý,145500,146580
2017/3/21,ÃÌ¹è,7293.75,6886
2017/3/21,Äø,84450,84300
2017/3/21,¼¦µ°,2590,3319
2017/3/21,»Æ½ð,275.75,277.35
2017/3/22,PTA,5064.55,5044
2017/3/22,PVC,6330,6345
2017/3/22,¶¯Á¦Ãº,606,615.4
2017/3/22,ÆÕÂó,2476,2431
2017/3/22,ÃÞ»¨,15927.4,14960
2017/3/22,×ØéµÓÍ,6005,5646
2017/3/22,Ïð½º,15833.3,16560
2017/3/22,Á¤Çà,2860.82,2590
2017/3/22,µí·Û,2054.38,2120
2017/3/22,ÈÈÔþ¾í°å,3576.67,3358
2017/3/22,½¹Ì¿,1693.33,1852
2017/3/22,½¹Ãº,1295,1272
2017/3/22,È¼ÓÍ,3230,3750
2017/3/22,ÓñÃ×,1547.33,1710
2017/3/22,²£Á§,1263.2,1197
2017/3/22,¼×´¼,2610,2530
2017/3/22,°×ÌÇ,6789.33,6662
2017/3/22,°×Òø,4102.33,4175
2017/3/22,¹èÌú,5700,5928
2017/3/22,Ïß²Ä,3860.71,3279
2017/3/22,¾Û±ûÏ©,8354.17,8103
2017/3/22,¾ÛÒÒÏ©,9530,9245
2017/3/22,²ËÓÍ,6646.43,6778
2017/3/22,²Ë×Ñ,5125,4990
2017/3/22,²ËÆÉ,2473.12,2407
2017/3/22,ÂÝÎÆ¸Ö,3691.25,3405
2017/3/22,¶¹Ò»,3810,3848
2017/3/22,¶¹ÓÍ,6535.33,6486
2017/3/22,¶¹ÆÉ,3083.33,2875
2017/3/22,Ìú¿óÊ¯,688.33,577
2017/3/22,Ç¦,17950,18015
2017/3/22,Í­,46350,46660
2017/3/22,ÂÁ,13490,13805
2017/3/22,Ð¿,23530,23255
2017/3/22,Îý,145000,145790
2017/3/22,ÃÌ¹è,7293.75,6816
2017/3/22,Äø,83000,82440
2017/3/22,¼¦µ°,2585,3294
2017/3/22,»Æ½ð,278.41,279.8
2017/3/23,PTA,5097.27,5088
2017/3/23,PVC,6315.71,6335
2017/3/23,¶¯Á¦Ãº,606,629
2017/3/23,ÆÕÂó,2481.33,2431
2017/3/23,ÃÞ»¨,15900.6,15320
2017/3/23,×ØéµÓÍ,5982.5,5540
2017/3/23,Ïð½º,15740,16580
2017/3/23,Á¤Çà,2860.82,2578
2017/3/23,µí·Û,2058.12,2097
2017/3/23,ÈÈÔþ¾í°å,3536.67,3346
2017/3/23,½¹Ì¿,1693.33,1894
2017/3/23,½¹Ãº,1295,1306.5
2017/3/23,È¼ÓÍ,3220,3720
2017/3/23,ÓñÃ×,1553.33,1693
2017/3/23,²£Á§,1263.2,1202
2017/3/23,¼×´¼,2565,2526
2017/3/23,°×ÌÇ,6788,6653
2017/3/23,°×Òø,4101.33,4167
2017/3/23,¹èÌú,5700,5924
2017/3/23,Ïß²Ä,3817.14,3279
2017/3/23,¾Û±ûÏ©,8354.17,8171
2017/3/23,¾ÛÒÒÏ©,9535,9345
2017/3/23,²ËÓÍ,6646.43,6660
2017/3/23,²Ë×Ñ,5125,4990
2017/3/23,²ËÆÉ,2471.88,2354
2017/3/23,ÂÝÎÆ¸Ö,3653.12,3127
2017/3/23,¶¹Ò»,3810,3871
2017/3/23,¶¹ÓÍ,6514.67,6402
2017/3/23,¶¹ÆÉ,3082,2827
2017/3/23,Ìú¿óÊ¯,670,580.5
2017/3/23,Ç¦,18300,18500
2017/3/23,Í­,46820,47120
2017/3/23,ÂÁ,13570,13835
2017/3/23,Ð¿,23750,23415
2017/3/23,Îý,145000,146550
2017/3/23,ÃÌ¹è,7106.25,6752
2017/3/23,Äø,83700,82990
2017/3/23,¼¦µ°,2595,3293
2017/3/23,»Æ½ð,278.25,279.75
2017/3/24,PTA,5070.91,5024
2017/3/24,PVC,6302.86,6265
2017/3/24,¶¯Á¦Ãº,606,611.8
2017/3/24,ÆÕÂó,2481.33,2431
2017/3/24,ÃÞ»¨,15897.7,15270
2017/3/24,×ØéµÓÍ,5925,5516
2017/3/24,Ïð½º,15740,16865
2017/3/24,Á¤Çà,2860.82,2580
2017/3/24,µí·Û,2060,2116
2017/3/24,ÈÈÔþ¾í°å,3512.67,3353
2017/3/24,½¹Ì¿,1693.33,1892.5
2017/3/24,½¹Ãº,1295,1291
2017/3/24,È¼ÓÍ,3220,3731
2017/3/24,ÓñÃ×,1557.33,1705
2017/3/24,²£Á§,1263.2,1213
2017/3/24,¼×´¼,2540,2547
2017/3/24,°×ÌÇ,6788,6642
2017/3/24,°×Òø,4092,4150
2017/3/24,¹èÌú,5700,5922
2017/3/24,Ïß²Ä,3825,3279
2017/3/24,¾Û±ûÏ©,8379.17,8142
2017/3/24,¾ÛÒÒÏ©,9535,9260
2017/3/24,²ËÓÍ,6633.57,6622
2017/3/24,²Ë×Ñ,5125,4987
2017/3/24,²ËÆÉ,2471.88,2338
2017/3/24,ÂÝÎÆ¸Ö,3650,3140
2017/3/24,¶¹Ò»,3810,3876
2017/3/24,¶¹ÓÍ,6450.67,6362
2017/3/24,¶¹ÆÉ,3075.33,2813
2017/3/24,Ìú¿óÊ¯,666.11,580.5
2017/3/24,Ç¦,18100,18125
2017/3/24,Í­,46670,47100
2017/3/24,ÂÁ,13510,13695
2017/3/24,Ð¿,23440,23305
2017/3/24,Îý,145000,146330
2017/3/24,ÃÌ¹è,7050,6794
2017/3/24,Äø,82850,82510
2017/3/24,¼¦µ°,2595,3266
2017/3/24,»Æ½ð,277.9,278.95
2017/3/27,PTA,5026.36,4970
2017/3/27,PVC,6292.14,6170
2017/3/27,¶¯Á¦Ãº,606,614.6
2017/3/27,ÆÕÂó,2486,2431
2017/3/27,ÃÞ»¨,15875.1,15015
2017/3/27,×ØéµÓÍ,5845,5408
2017/3/27,Ïð½º,14873.3,16150
2017/3/27,Á¤Çà,2860.82,2522
2017/3/27,µí·Û,2065,2122
2017/3/27,ÈÈÔþ¾í°å,3414,3229
2017/3/27,½¹Ì¿,1693.33,1843.5
2017/3/27,½¹Ãº,1295,1234
2017/3/27,È¼ÓÍ,3220,3730
2017/3/27,ÓñÃ×,1566,1704
2017/3/27,²£Á§,1264,1202
2017/3/27,¼×´¼,2545,2481
2017/3/27,°×ÌÇ,6776,6641
2017/3/27,°×Òø,4126.67,4200
2017/3/27,¹èÌú,5700,5846
2017/3/27,Ïß²Ä,3767.14,3279
2017/3/27,¾Û±ûÏ©,8379.17,7906
2017/3/27,¾ÛÒÒÏ©,9535,9195
2017/3/27,²ËÓÍ,6583.57,6512
2017/3/27,²Ë×Ñ,5125,5002
2017/3/27,²ËÆÉ,2471.88,2341
2017/3/27,ÂÝÎÆ¸Ö,3568.12,3057
2017/3/27,¶¹Ò»,3810,3782
2017/3/27,¶¹ÓÍ,6306.67,6210
2017/3/27,¶¹ÆÉ,3049.33,2807
2017/3/27,Ìú¿óÊ¯,664,549.5
2017/3/27,Ç¦,17950,17640
2017/3/27,Í­,46100,46260
2017/3/27,ÂÁ,13430,13715
2017/3/27,Ð¿,23290,22665
2017/3/27,Îý,143500,142470
2017/3/27,ÃÌ¹è,6962.5,6946
2017/3/27,Äø,80700,80320
2017/3/27,¼¦µ°,2595,3277
2017/3/27,»Æ½ð,280.26,282
2017/3/28,PTA,5017.27,4958
2017/3/28,PVC,6225,6200
2017/3/28,¶¯Á¦Ãº,606,619.8
2017/3/28,ÆÕÂó,2486,2431
2017/3/28,ÃÞ»¨,15875.1,15030
2017/3/28,×ØéµÓÍ,5850,5416
2017/3/28,Ïð½º,14960,16235
2017/3/28,Á¤Çà,2860.82,2588
2017/3/28,µí·Û,2065,2116
2017/3/28,ÈÈÔþ¾í°å,3401.33,3086
2017/3/28,½¹Ì¿,1693.33,1854.5
2017/3/28,½¹Ãº,1295,1228.5
2017/3/28,È¼ÓÍ,3220,3892
2017/3/28,ÓñÃ×,1573.33,1716
2017/3/28,²£Á§,1263.2,1258
2017/3/28,¼×´¼,2545,2515
2017/3/28,°×ÌÇ,6774,6616
2017/3/28,°×Òø,4137.67,4202
2017/3/28,¹èÌú,5700,5808
2017/3/28,Ïß²Ä,3747.86,3279
2017/3/28,¾Û±ûÏ©,8345.83,7928
2017/3/28,¾ÛÒÒÏ©,9515,9145
2017/3/28,²ËÓÍ,6535.71,6520
2017/3/28,²Ë×Ñ,5125,5002
2017/3/28,²ËÆÉ,2474.38,2338
2017/3/28,ÂÝÎÆ¸Ö,3553.75,3050
2017/3/28,¶¹Ò»,3800,3789
2017/3/28,¶¹ÓÍ,6301.33,6200
2017/3/28,¶¹ÆÉ,3038.67,2801
2017/3/28,Ìú¿óÊ¯,643.89,543
2017/3/28,Ç¦,17600,17140
2017/3/28,Í­,46520,46740
2017/3/28,ÂÁ,13420,13650
2017/3/28,Ð¿,23120,22570
2017/3/28,Îý,143250,142650
2017/3/28,ÃÌ¹è,6900,7198
2017/3/28,Äø,81950,80930
2017/3/28,¼¦µ°,2635,3220
2017/3/28,»Æ½ð,280.58,281.2
2017/3/29,PTA,5012.73,5002
2017/3/29,PVC,6225,6250
2017/3/29,¶¯Á¦Ãº,605,635
2017/3/29,ÆÕÂó,2486,2431
2017/3/29,ÃÞ»¨,15873.7,15000
2017/3/29,×ØéµÓÍ,5847.5,5442
2017/3/29,Ïð½º,15086.7,16615
2017/3/29,Á¤Çà,2860.82,2616
2017/3/29,µí·Û,2072.5,2051
2017/3/29,ÈÈÔþ¾í°å,3412,3213
2017/3/29,½¹Ì¿,1700,1915
2017/3/29,½¹Ãº,1295,1277
2017/3/29,È¼ÓÍ,3200,3815
2017/3/29,ÓñÃ×,1578,1673
2017/3/29,²£Á§,1263.2,1276
2017/3/29,¼×´¼,2580,2552
2017/3/29,°×ÌÇ,6774.67,6609
2017/3/29,°×Òø,4136,4201
2017/3/29,¹èÌú,5700,5760
2017/3/29,Ïß²Ä,3756.43,3442
2017/3/29,¾Û±ûÏ©,8345.83,8237
2017/3/29,¾ÛÒÒÏ©,9495,9305
2017/3/29,²ËÓÍ,6535.71,6522
2017/3/29,²Ë×Ñ,5125,4993
2017/3/29,²ËÆÉ,2474.38,2360
2017/3/29,ÂÝÎÆ¸Ö,3573.75,3169
2017/3/29,¶¹Ò»,3800,3798
2017/3/29,¶¹ÓÍ,6255.33,6206
2017/3/29,¶¹ÆÉ,3020.67,2816
2017/3/29,Ìú¿óÊ¯,637.78,571
2017/3/29,Ç¦,17600,17480
2017/3/29,Í­,47080,47530
2017/3/29,ÂÁ,13520,13835
2017/3/29,Ð¿,23480,23380
2017/3/29,Îý,143000,143660
2017/3/29,ÃÌ¹è,7000,7198
2017/3/29,Äø,82650,82550
2017/3/29,¼¦µ°,2635,3224
2017/3/29,»Æ½ð,279.41,280.6
2017/3/30,PTA,4995.45,4956
2017/3/30,PVC,6225,6155
2017/3/30,¶¯Á¦Ãº,605,633.2
2017/3/30,ÆÕÂó,2486,2431
2017/3/30,ÃÞ»¨,15870.9,14745
2017/3/30,×ØéµÓÍ,5815,5350
2017/3/30,Ïð½º,15086.7,16300
2017/3/30,Á¤Çà,2860.82,2616
2017/3/30,µí·Û,2075.62,2041
2017/3/30,ÈÈÔþ¾í°å,3418.67,3191
2017/3/30,½¹Ì¿,1700,1907
2017/3/30,½¹Ãº,1296.67,1281
2017/3/30,È¼ÓÍ,3230,3915
2017/3/30,ÓñÃ×,1580.67,1670
2017/3/30,²£Á§,1263.2,1283
2017/3/30,¼×´¼,2580,2554
2017/3/30,°×ÌÇ,6766,6524
2017/3/30,°×Òø,4130.67,4205
2017/3/30,¹èÌú,5700,5712
2017/3/30,Ïß²Ä,3767.14,3442
2017/3/30,¾Û±ûÏ©,8345.83,8124
2017/3/30,¾ÛÒÒÏ©,9495,9180
2017/3/30,²ËÓÍ,6450,6444
2017/3/30,²Ë×Ñ,5125,4993
2017/3/30,²ËÆÉ,2474.38,2339
2017/3/30,ÂÝÎÆ¸Ö,3587.5,3142
2017/3/30,¶¹Ò»,3790,3784
2017/3/30,¶¹ÓÍ,6195.33,6122
2017/3/30,¶¹ÆÉ,3019.33,2785
2017/3/30,Ìú¿óÊ¯,640.56,559
2017/3/30,Ç¦,17500,17125
2017/3/30,Í­,47110,47460
2017/3/30,ÂÁ,13510,13820
2017/3/30,Ð¿,23820,23425
2017/3/30,Îý,143500,143000
2017/3/30,ÃÌ¹è,7068.75,7086
2017/3/30,Äø,82800,82320
2017/3/30,¼¦µ°,2630,3148
2017/3/30,»Æ½ð,279.5,280.6
2017/3/31,PTA,4932.73,4888
2017/3/31,PVC,6197.86,6115
2017/3/31,¶¯Á¦Ãº,605,636.8
2017/3/31,ÆÕÂó,2486,2431
2017/3/31,ÃÞ»¨,15868,15350
2017/3/31,×ØéµÓÍ,5815,5328
2017/3/31,Ïð½º,15140,16335
2017/3/31,Á¤Çà,2860.82,2620
2017/3/31,µí·Û,2075.62,2056
2017/3/31,ÈÈÔþ¾í°å,3399.33,3165
2017/3/31,½¹Ì¿,1706.67,1777
2017/3/31,½¹Ãº,1296.67,1235
2017/3/31,È¼ÓÍ,3280,3720
2017/3/31,ÓñÃ×,1582.67,1672
2017/3/31,²£Á§,1263.2,1307
2017/3/31,¼×´¼,2600,2575
2017/3/31,°×ÌÇ,6754.67,6573
2017/3/31,°×Òø,4122,4192
2017/3/31,¹èÌú,5700,5492
2017/3/31,Ïß²Ä,3765,3442
2017/3/31,¾Û±ûÏ©,8345.83,8047
2017/3/31,¾ÛÒÒÏ©,9500,9140
2017/3/31,²ËÓÍ,6370,6328
2017/3/31,²Ë×Ñ,5112.5,5008
2017/3/31,²ËÆÉ,2474.38,2334
2017/3/31,ÂÝÎÆ¸Ö,3584.38,3152
2017/3/31,¶¹Ò»,3790,3788
2017/3/31,¶¹ÓÍ,6154,6034
2017/3/31,¶¹ÆÉ,3016.67,2780
2017/3/31,Ìú¿óÊ¯,639.44,552
2017/3/31,Ç¦,17450,16840
2017/3/31,Í­,47320,47750
2017/3/31,ÂÁ,13550,13995
2017/3/31,Ð¿,23670,23380
2017/3/31,Îý,143000,142680
2017/3/31,ÃÌ¹è,7068.75,6940
2017/3/31,Äø,83350,83070
2017/3/31,¼¦µ°,2580,3126
2017/3/31,»Æ½ð,277.95,278.6
2017/4/5,PTA,4967.27,4986
2017/4/5,PVC,6162.14,6265
2017/4/5,¶¯Á¦Ãº,605,646
2017/4/5,ÆÕÂó,2490,2431
2017/4/5,ÃÞ»¨,15848.9,15430
2017/4/5,×ØéµÓÍ,5812.5,5396
2017/4/5,Ïð½º,15380,16970
2017/4/5,Á¤Çà,2860.24,2778
2017/4/5,µí·Û,2080.62,2070
2017/4/5,ÈÈÔþ¾í°å,3382.67,3170
2017/4/5,½¹Ì¿,1723.33,1896.5
2017/4/5,½¹Ãº,1298.33,1324.5
2017/4/5,È¼ÓÍ,3280,3678
2017/4/5,ÓñÃ×,1587.33,1682
2017/4/5,²£Á§,1263.2,1299
2017/4/5,¼×´¼,2610,2649
2017/4/5,°×ÌÇ,6745.33,6602
2017/4/5,°×Òø,4143.33,4209
2017/4/5,¹èÌú,5680,5530
2017/4/5,Ïß²Ä,3767.86,3442
2017/4/5,¾Û±ûÏ©,8350,8311
2017/4/5,¾ÛÒÒÏ©,9480,9475
2017/4/5,²ËÓÍ,6312.86,6366
2017/4/5,²Ë×Ñ,5112.5,5008
2017/4/5,²ËÆÉ,2465.62,2316
2017/4/5,ÂÝÎÆ¸Ö,3586.25,3222
2017/4/5,¶¹Ò»,3790,3802
2017/4/5,¶¹ÓÍ,6086,6040
2017/4/5,¶¹ÆÉ,2981.33,2755
2017/4/5,Ìú¿óÊ¯,630,559.5
2017/4/5,Ç¦,17450,17360
2017/4/5,Í­,47130,47420
2017/4/5,ÂÁ,13920,14160
2017/4/5,Ð¿,23440,23115
2017/4/5,Îý,143000,143350
2017/4/5,ÃÌ¹è,7068.75,7058
2017/4/5,Äø,84150,86000
2017/4/5,¼¦µ°,2545,3057
2017/4/5,»Æ½ð,280.32,281.25
2017/4/6,PTA,5000,5022
2017/4/6,PVC,6162.14,6205
2017/4/6,¶¯Á¦Ãº,605,645.2
2017/4/6,ÆÕÂó,2490,2604
2017/4/6,ÃÞ»¨,15847.4,15355
2017/4/6,×ØéµÓÍ,5867.5,5416
2017/4/6,Ïð½º,15380,16815
2017/4/6,Á¤Çà,2860.24,2780
2017/4/6,µí·Û,2082.5,2066
2017/4/6,ÈÈÔþ¾í°å,3358,3161
2017/4/6,½¹Ì¿,1723.33,1915
2017/4/6,½¹Ãº,1300,1343
2017/4/6,È¼ÓÍ,3350,3399
2017/4/6,ÓñÃ×,1590,1691
2017/4/6,²£Á§,1263.2,1303
2017/4/6,¼×´¼,2665,2661
2017/4/6,°×ÌÇ,6745.33,6592
2017/4/6,°×Òø,4145,4208
2017/4/6,¹èÌú,5645,5488
2017/4/6,Ïß²Ä,3762.14,3442
2017/4/6,¾Û±ûÏ©,8345.83,8323
2017/4/6,¾ÛÒÒÏ©,9480,9530
2017/4/6,²ËÓÍ,6292.86,6336
2017/4/6,²Ë×Ñ,5112.5,5008
2017/4/6,²ËÆÉ,2464.38,2319
2017/4/6,ÂÝÎÆ¸Ö,3580,3162
2017/4/6,¶¹Ò»,3790,3781
2017/4/6,¶¹ÓÍ,6086.67,6034
2017/4/6,¶¹ÆÉ,2986,2754
2017/4/6,Ìú¿óÊ¯,635.56,560
2017/4/6,Ç¦,17450,17450
2017/4/6,Í­,47630,47810
2017/4/6,ÂÁ,13840,14095
2017/4/6,Ð¿,23410,23090
2017/4/6,Îý,144000,146730
2017/4/6,ÃÌ¹è,7012.5,7014
2017/4/6,Äø,84750,86440
2017/4/6,¼¦µ°,2515,3062
2017/4/6,»Æ½ð,280.4,281.25
2017/4/7,PTA,4996.36,5126
2017/4/7,PVC,6106.43,6035
2017/4/7,¶¯Á¦Ãº,604,635.8
2017/4/7,ÆÕÂó,2490,2604
2017/4/7,ÃÞ»¨,15847.4,15485
2017/4/7,×ØéµÓÍ,5865,5350
2017/4/7,Ïð½º,14783.3,15675
2017/4/7,Á¤Çà,2848.47,2744
2017/4/7,µí·Û,2093.75,2028
2017/4/7,ÈÈÔþ¾í°å,3305.33,3078
2017/4/7,½¹Ì¿,1763.33,1818
2017/4/7,½¹Ãº,1300,1283.5
2017/4/7,È¼ÓÍ,3370,3399
2017/4/7,ÓñÃ×,1591.33,1669
2017/4/7,²£Á§,1263.2,1301
2017/4/7,¼×´¼,2705,2596
2017/4/7,°×ÌÇ,6747.33,6596
2017/4/7,°×Òø,4183.67,4259
2017/4/7,¹èÌú,5645,5358
2017/4/7,Ïß²Ä,3704.29,3442
2017/4/7,¾Û±ûÏ©,8345.83,8261
2017/4/7,¾ÛÒÒÏ©,9480,9370
2017/4/7,²ËÓÍ,6275,6264
2017/4/7,²Ë×Ñ,5112.5,5042
2017/4/7,²ËÆÉ,2463.75,2289
2017/4/7,ÂÝÎÆ¸Ö,3519.38,3038
2017/4/7,¶¹Ò»,3790,3763
2017/4/7,¶¹ÓÍ,6070.67,5946
2017/4/7,¶¹ÆÉ,2961.33,2729
2017/4/7,Ìú¿óÊ¯,629.44,525.5
2017/4/7,Ç¦,17450,16210
2017/4/7,Í­,47570,47130
2017/4/7,ÂÁ,13840,14005
2017/4/7,Ð¿,23100,22150
2017/4/7,Îý,145500,145970
2017/4/7,ÃÌ¹è,6918.75,6676
2017/4/7,Äø,83850,83970
2017/4/7,¼¦µ°,2510,3011
2017/4/7,»Æ½ð,283.28,283.5
2017/4/10,PTA,5004.36,5154
2017/4/10,PVC,6106.43,5975
2017/4/10,¶¯Á¦Ãº,604,639
2017/4/10,ÆÕÂó,2490,2604
2017/4/10,ÃÞ»¨,15851.7,15690
2017/4/10,×ØéµÓÍ,5867.5,5226
2017/4/10,Ïð½º,14393.3,15520
2017/4/10,Á¤Çà,2848.47,2734
2017/4/10,µí·Û,2100,2022
2017/4/10,ÈÈÔþ¾í°å,3226,3068
2017/4/10,½¹Ì¿,1763.33,1797
2017/4/10,½¹Ãº,1300,1264.5
2017/4/10,È¼ÓÍ,3390,3399
2017/4/10,ÓñÃ×,1594,1675
2017/4/10,²£Á§,1263.2,1294
2017/4/10,¼×´¼,2675,2533
2017/4/10,°×ÌÇ,6757.33,6683
2017/4/10,°×Òø,4112,4154
2017/4/10,¹èÌú,5637.5,5318
2017/4/10,Ïß²Ä,3661.43,3270
2017/4/10,¾Û±ûÏ©,8345.83,8052
2017/4/10,¾ÛÒÒÏ©,9485,9140
2017/4/10,²ËÓÍ,6275,6330
2017/4/10,²Ë×Ñ,5112.5,5034
2017/4/10,²ËÆÉ,2466.25,2326
2017/4/10,ÂÝÎÆ¸Ö,3484.38,3000
2017/4/10,¶¹Ò»,3780,3847
2017/4/10,¶¹ÓÍ,6067.33,5968
2017/4/10,¶¹ÆÉ,2962,2762
2017/4/10,Ìú¿óÊ¯,615.56,520
2017/4/10,Ç¦,16750,16310
2017/4/10,Í­,47060,47050
2017/4/10,ÂÁ,13820,14070
2017/4/10,Ð¿,22520,22035
2017/4/10,Îý,145000,145220
2017/4/10,ÃÌ¹è,6825,6392
2017/4/10,Äø,84100,85050
2017/4/10,¼¦µ°,2460,2919
2017/4/10,»Æ½ð,283.28,282.2
2017/4/11,PTA,5000.91,5124
2017/4/11,PVC,6050.71,5970
2017/4/11,¶¯Á¦Ãº,604,624.8
2017/4/11,ÆÕÂó,2490,2604
2017/4/11,ÃÞ»¨,15846,15635
2017/4/11,×ØéµÓÍ,5800,5234
2017/4/11,Ïð½º,14393.3,15410
2017/4/11,Á¤Çà,2810.24,2552
2017/4/11,µí·Û,2103.12,1983
2017/4/11,ÈÈÔþ¾í°å,3174,3030
2017/4/11,½¹Ì¿,1763.33,1736
2017/4/11,½¹Ãº,1300,1216
2017/4/11,È¼ÓÍ,3420,3399
2017/4/11,ÓñÃ×,1596.67,1633
2017/4/11,²£Á§,1265.6,1232
2017/4/11,¼×´¼,2675,2475
2017/4/11,°×ÌÇ,6770,6704
2017/4/11,°×Òø,4104.33,4157
2017/4/11,¹èÌú,5600,5340
2017/4/11,Ïß²Ä,3645,3270
2017/4/11,¾Û±ûÏ©,8341.67,7996
2017/4/11,¾ÛÒÒÏ©,9545,9160
2017/4/11,²ËÓÍ,6275,6360
2017/4/11,²Ë×Ñ,5112.5,5009
2017/4/11,²ËÆÉ,2465,2332
2017/4/11,ÂÝÎÆ¸Ö,3452.5,2982
2017/4/11,¶¹Ò»,3780,3849
2017/4/11,¶¹ÓÍ,6010.67,6004
2017/4/11,¶¹ÆÉ,2966,2762
2017/4/11,Ìú¿óÊ¯,603.33,524.5
2017/4/11,Ç¦,16650,16245
2017/4/11,Í­,46790,46580
2017/4/11,ÂÁ,13740,13870
2017/4/11,Ð¿,22260,21325
2017/4/11,Îý,143500,141630
2017/4/11,ÃÌ¹è,6750,6316
2017/4/11,Äø,83700,85230
2017/4/11,¼¦µ°,2415,2885
2017/4/11,»Æ½ð,281.6,282.75
2017/4/12,PTA,4977.27,5066
2017/4/12,PVC,6020,5900
2017/4/12,¶¯Á¦Ãº,603,625.6
2017/4/12,ÆÕÂó,2490,2604
2017/4/12,ÃÞ»¨,15844.6,15700
2017/4/12,×ØéµÓÍ,5765,5172
2017/4/12,Ïð½º,13876.7,14770
2017/4/12,Á¤Çà,2806.12,2548
2017/4/12,µí·Û,2105,1978
2017/4/12,ÈÈÔþ¾í°å,3048,2913
2017/4/12,½¹Ì¿,1763.33,1633.5
2017/4/12,½¹Ãº,1300,1154.5
2017/4/12,È¼ÓÍ,3450,3399
2017/4/12,ÓñÃ×,1596.67,1626
2017/4/12,²£Á§,1268,1221
2017/4/12,¼×´¼,2675,2466
2017/4/12,°×ÌÇ,6773.33,6726
2017/4/12,°×Òø,4187,4223
2017/4/12,¹èÌú,5600,5192
2017/4/12,Ïß²Ä,3583.57,3270
2017/4/12,¾Û±ûÏ©,8337.5,7925
2017/4/12,¾ÛÒÒÏ©,9545,9075
2017/4/12,²ËÓÍ,6238.57,6208
2017/4/12,²Ë×Ñ,5102.5,5028
2017/4/12,²ËÆÉ,2470.62,2365
2017/4/12,ÂÝÎÆ¸Ö,3372.5,2893
2017/4/12,¶¹Ò»,3780,3824
2017/4/12,¶¹ÓÍ,5977.33,5898
2017/4/12,¶¹ÆÉ,2982,2783
2017/4/12,Ìú¿óÊ¯,591.67,506
2017/4/12,Ç¦,16650,16150
2017/4/12,Í­,46630,46230
2017/4/12,ÂÁ,13780,13970
2017/4/12,Ð¿,22170,21275
2017/4/12,Îý,142000,140800
2017/4/12,ÃÌ¹è,6750,6006
2017/4/12,Äø,81800,81620
2017/4/12,¼¦µ°,2370,3926
2017/4/12,»Æ½ð,284.65,285.85
2017/4/13,PTA,4931.82,5072
2017/4/13,PVC,6020,5785
2017/4/13,¶¯Á¦Ãº,603,623.2
2017/4/13,ÆÕÂó,2490,2604
2017/4/13,ÃÞ»¨,15843.6,15835
2017/4/13,×ØéµÓÍ,5730,5246
2017/4/13,Ïð½º,13876.7,14985
2017/4/13,Á¤Çà,2806.12,2540
2017/4/13,µí·Û,2106.25,1999
2017/4/13,ÈÈÔþ¾í°å,3042,2954
2017/4/13,½¹Ì¿,1763.33,1635
2017/4/13,½¹Ãº,1300,1142.5
2017/4/13,È¼ÓÍ,3480,3699
2017/4/13,ÓñÃ×,1598.67,1636
2017/4/13,²£Á§,1268,1237
2017/4/13,¼×´¼,2640,2468
2017/4/13,°×ÌÇ,6775.33,6734
2017/4/13,°×Òø,4201.33,4257
2017/4/13,¹èÌú,5583.33,5186
2017/4/13,Ïß²Ä,3522.86,3270
2017/4/13,¾Û±ûÏ©,8325,7935
2017/4/13,¾ÛÒÒÏ©,9540,9040
2017/4/13,²ËÓÍ,6222.14,6278
2017/4/13,²Ë×Ñ,5102.5,5001
2017/4/13,²ËÆÉ,2468.75,2408
2017/4/13,ÂÝÎÆ¸Ö,3345,2917
2017/4/13,¶¹Ò»,3770,3856
2017/4/13,¶¹ÓÍ,5926.67,5956
2017/4/13,¶¹ÆÉ,2997.33,2836
2017/4/13,Ìú¿óÊ¯,570,505.5
2017/4/13,Ç¦,16650,16385
2017/4/13,Í­,45870,46480
2017/4/13,ÂÁ,13740,14125
2017/4/13,Ð¿,22340,21725
2017/4/13,Îý,141500,142360
2017/4/13,ÃÌ¹è,6625,6120
2017/4/13,Äø,81000,81930
2017/4/13,¼¦µ°,2345,3881
2017/4/13,»Æ½ð,286.35,287.15
2017/4/14,PTA,4928.18,5068
2017/4/14,PVC,6002.14,5665
2017/4/14,¶¯Á¦Ãº,603,620.8
2017/4/14,ÆÕÂó,2490,2604
2017/4/14,ÃÞ»¨,15849.3,15745
2017/4/14,×ØéµÓÍ,5707.5,5216
2017/4/14,Ïð½º,13726.7,14830
2017/4/14,Á¤Çà,2806.12,2458
2017/4/14,µí·Û,2109.38,2014
2017/4/14,ÈÈÔþ¾í°å,3075.33,2984
2017/4/14,½¹Ì¿,1763.33,1612
