date,close,USDA：玉米：产量预测值：中国（月）,USDA：玉米：出口数量预测值：中国（月）,USDA：玉米：国内需求消费量预测值：中国（月）,USDA：玉米：进口数量预测值：中国（月）,USDA：玉米：库存消费比预测：中国（月）,USDA：玉米：期初库存预测：中国（月）,USDA：玉米：期末库存预测：中国（月）,USDA：玉米：饲料消费量预测值：中国（月）,氨基酸加工企业：玉米：消费量（周）,玉米淀粉加工企业：玉米：消费量（周）,玉米酒精加工企业：玉米：消费量（周）,主要深加工企业：玉米：消费量（周）,国家粮食和物资储备局：玉米：收购量：中国（日）,玉米：港口库存：中国（周）,主要深加工企业：玉米：库存：中国（周）,USDA：玉米：期初库存预测：美国（月）,USDA：玉米：期末库存预测：美国（月）
"2019-03-11","1835","","","","","","","","","","","","","","","","",""
"2019-03-12","1844","","","","","","","","","","","","","","","","",""
"2019-03-13","1829","","","","","","","","","","","","","","","","",""
"2019-03-14","1838","","","","","","","","","","","","","","","","",""
"2019-03-15","1847","","","","","","","","","20.08","68.08","27.35","115.52","8456","462.5","600.5","",""
"2019-03-18","1856","","","","","","","","","","","","","","","","",""
"2019-03-19","1850","","","","","","","","","","","","","","","","",""
"2019-03-20","1831","","","","","","","","","","","","","8751","","","",""
"2019-03-21","1824","","","","","","","","","","","","","","","","",""
"2019-03-22","1816","","","","","","","","","20.12","68.05","27.35","115.52","","477.6","603.1","",""
"2019-03-25","1816","","","","","","","","","","","","","9093","","","",""
"2019-03-26","1822","","","","","","","","","","","","","","","","",""
"2019-03-27","1842","","","","","","","","","","","","","","","","",""
"2019-03-28","1833","","","","","","","","","","","","","","","","",""
"2019-03-29","1844","","","","","","","","","19.26","66.94","27.74","113.93","","483.2","596.5","",""
"2019-03-31","","257.33","0.05","280","5","73.15","222.53","204.81","198","","","","","9540","","","54.37","46.62"
"2019-04-01","1843","","","","","","","","","","","","","","","","",""
"2019-04-02","1852","","","","","","","","","","","","","","","","",""
"2019-04-03","1858","","","","","","","","","","","","","","","","",""
"2019-04-04","1886","","","","","","","","","","","","","","","","",""
"2019-04-05","","","","","","","","","","18.4","66.14","28.52","113.06","9900","477.9","595","",""
"2019-04-08","1879","","","","","","","","","","","","","","","","",""
"2019-04-09","1867","","","","","","","","","","","","","","","","",""
"2019-04-10","1876","","","","","","","","","","","","","10099","","","",""
"2019-04-11","1881","","","","","","","","","","","","","","","","",""
"2019-04-12","1897","","","","","","","","","18.4","68.52","29.84","116.76","","481.8","589","",""
"2019-04-15","1909","","","","","","","","","","","","","10323","","","",""
"2019-04-16","1912","","","","","","","","","","","","","","","","",""
"2019-04-17","1904","","","","","","","","","","","","","","","","",""
"2019-04-18","1895","","","","","","","","","","","","","","","","",""
"2019-04-19","1908","","","","","","","","","19.16","69.45","29.84","118.45","","482.2","574.2","",""
"2019-04-20","","","","","","","","","","","","","","10478","","","",""
"2019-04-22","1920","","","","","","","","","","","","","","","","",""
"2019-04-23","1919","","","","","","","","","","","","","","","","",""
"2019-04-24","1914","","","","","","","","","","","","","","","","",""
"2019-04-25","1914","","","","","","","","","","","","","10678","","","",""
"2019-04-26","1902","","","","","","","","","18.95","69.43","29.71","118.09","","482.2","567.5","",""
"2019-04-29","1917","","","","","","","","","","","","","","","","",""
"2019-04-30","1916","257.33","0.05","280","5","73.15","222.53","204.81","198","","","","","10986","","","54.37","51.7"
"2019-05-03","","","","","","","","","","18.95","68.53","29.02","116.5","","483.1","","",""
"2019-05-06","1923","","","","","","","","","","","","","","","","",""
"2019-05-07","1928","","","","","","","","","","","","","","","","",""
"2019-05-08","1920","","","","","","","","","","","","","","","","",""
"2019-05-09","1929","","","","","","","","","","","","","","","","",""
"2019-05-10","1925","","","","","","","","","18.95","66.97","28.48","114.39","","507.9","519","",""
"2019-05-13","1949","","","","","","","","","","","","","","","","",""
"2019-05-14","1947","","","","","","","","","","","","","","","","",""
"2019-05-15","1960","","","","","","","","","","","","","","","","",""
"2019-05-16","1978","","","","","","","","","","","","","","","","",""
"2019-05-17","1996","","","","","","","","","18.9","65.68","30.16","114.73","","497.7","497.9","",""
"2019-05-20","2008","","","","","","","","","","","","","","","","",""
"2019-05-21","1995","","","","","","","","","","","","","","","","",""
"2019-05-22","1986","","","","","","","","","","","","","","","","",""
"2019-05-23","1982","","","","","","","","","","","","","","","","",""
"2019-05-24","1985","","","","","","","","","19.21","65.93","30.18","115.33","","478.6","478.6","",""
"2019-05-27","2007","","","","","","","","","","","","","","","","",""
"2019-05-28","1994","","","","","","","","","","","","","","","","",""
"2019-05-29","2004","","","","","","","","","","","","","","","","",""
"2019-05-30","1986","","","","","","","","","","","","","","","","",""
"2019-05-31","1971","254","0.02","279","7","68.75","209.84","191.82","190","18.6","67.54","30.98","117.11","","457.2","458.5","53.23","63.13"
"2019-06-03","1963","","","","","","","","","","","","","","","","",""
"2019-06-04","1974","","","","","","","","","","","","","","","","",""
"2019-06-05","1964","","","","","","","","","","","","","","","","",""
"2019-06-06","1955","","","","","","","","","","","","","","","","",""
"2019-06-07","","","","","","","","","","18.6","60.62","32.97","112.19","","438.4","458.5","",""
"2019-06-10","1966","","","","","","","","","","","","","","","","",""
"2019-06-11","1963","","","","","","","","","","","","","","","","",""
"2019-06-12","1957","","","","","","","","","","","","","","","","",""
"2019-06-13","1963","","","","","","","","","","","","","","","","",""
"2019-06-14","1947","","","","","","","","","18.61","59.51","32.99","111.1","","420.5","478.2","",""
"2019-06-17","1953","","","","","","","","","","","","","","","","",""
"2019-06-18","1949","","","","","","","","","","","","","","","","",""
"2019-06-19","1943","","","","","","","","","","","","","","","","",""
"2019-06-20","1937","","","","","","","","","","","","","","","","",""
"2019-06-21","1953","","","","","","","","","18.61","59.87","32.99","111.46","","416.1","519.6","",""
"2019-06-24","1952","","","","","","","","","","","","","","","","",""
"2019-06-25","1949","","","","","","","","","","","","","","","","",""
"2019-06-26","1940","","","","","","","","","","","","","","","","",""
"2019-06-27","1940","","","","","","","","","","","","","","","","",""
"2019-06-28","1948","","","","","","","","","18.61","59.52","34.53","112.65","","400","545.8","",""
"2019-06-30","","254","0.02","279","7","68.75","209.84","191.82","190","","","","","","","","55.77","42.56"
"2019-07-01","1936","","","","","","","","","","","","","","","","",""
"2019-07-02","1934","","","","","","","","","","","","","","","","",""
"2019-07-03","1939","","","","","","","","","","","","","","","","",""
"2019-07-04","1934","","","","","","","","","","","","","","","","",""
"2019-07-05","1934","","","","","","","","","18.19","60.8","34.55","113.53","","395.7","573.8","",""
"2019-07-08","1933","","","","","","","","","","","","","","","","",""
"2019-07-09","1921","","","","","","","","","","","","","","","","",""
"2019-07-10","1911","","","","","","","","","","","","","","","","",""
"2019-07-11","1914","","","","","","","","","","","","","","","","",""
"2019-07-12","1918","","","","","","","","","18.19","60.41","29.15","107.74","","384.3","563.9","",""
"2019-07-15","1928","","","","","","","","","","","","","","","","",""
"2019-07-16","1927","","","","","","","","","","","","","","","","",""
"2019-07-17","1925","","","","","","","","","","","","","","","","",""
"2019-07-18","1934","","","","","","","","","","","","","","","","",""
"2019-07-19","1920","","","","","","","","","18.19","59.71","24.92","102.81","","367.6","559.4","",""
"2019-07-22","1915","","","","","","","","","","","","","","","","",""
"2019-07-23","1918","","","","","","","","","","","","","","","","",""
"2019-07-24","1927","","","","","","","","","","","","","","","","",""
"2019-07-25","1927","","","","","","","","","","","","","","","","",""
"2019-07-26","1924","","","","","","","","","18.19","58.82","24.56","101.56","","354.1","560","",""
"2019-07-29","1930","","","","","","","","","","","","","","","","",""
"2019-07-30","1924","","","","","","","","","","","","","","","","",""
"2019-07-31","1930","254","0.02","279","7","68.75","209.84","191.82","190","","","","","","","","59.45","51.07"
"2019-08-01","1933","","","","","","","","","","","","","","","","",""
"2019-08-02","1926","","","","","","","","","17.87","55.09","22.67","95.62","","344.4","570.3","",""
"2019-08-05","1922","","","","","","","","","","","","","","","","",""
"2019-08-06","1974","","","","","","","","","","","","","","","","",""
"2019-08-07","1965","","","","","","","","","","","","","","","","",""
"2019-08-08","1929","","","","","","","","","","","","","","","","",""
"2019-08-09","1927","","","","","","","","","17.87","53.33","21.36","92.55","","320.9","547.8","",""
"2019-08-12","1921","","","","","","","","","","","","","","","","",""
"2019-08-13","1914","","","","","","","","","","","","","","","","",""
"2019-08-14","1914","","","","","","","","","","","","","","","","",""
"2019-08-15","1912","","","","","","","","","","","","","","","","",""
"2019-08-16","1906","","","","","","","","","17.73","56.79","25.58","100.1","","277.9","525.8","",""
"2019-08-19","1883","","","","","","","","","","","","","","","","",""
"2019-08-20","1886","","","","","","","","","","","","","","","","",""
"2019-08-21","1905","","","","","","","","","","","","","","","","",""
"2019-08-22","1908","","","","","","","","","","","","","","","","",""
"2019-08-23","1920","","","","","","","","","17.73","56.63","25.37","99.73","","259","532.9","",""
"2019-08-26","1917","","","","","","","","","","","","","","","","",""
"2019-08-27","1900","","","","","","","","","","","","","","","","",""
"2019-08-28","1897","","","","","","","","","","","","","","","","",""
"2019-08-29","1885","","","","","","","","","","","","","","","","",""
"2019-08-30","1871","","","","","","","","","18.02","61.23","26.62","105.87","","259","528.8","",""
"2019-08-31","","254","0.02","277","7","70.69","211.84","195.82","188","","","","","","","","59.96","55.4"
"2019-09-02","1872","","","","","","","","","","","","","","","","",""
"2019-09-03","1876","","","","","","","","","","","","","","","","",""
"2019-09-04","1881","","","","","","","","","","","","","","","","",""
"2019-09-05","1875","","","","","","","","","","","","","","","","",""
"2019-09-06","1885","","","","","","","","","19.39","62.86","27.88","110.13","","228.7","523","",""
"2019-09-09","1885","","","","","","","","","","","","","","","","",""
"2019-09-10","1880","","","","","","","","","","","","","","","","",""
"2019-09-11","1874","","","","","","","","","","","","","","","","",""
"2019-09-12","1872","","","","","","","","","","","","","","","","",""
"2019-09-13","","","","","","","","","","19.39","65.92","29.13","114.43","","197.5","517.9","",""
"2019-09-16","1869","","","","","","","","","","","","","","","","",""
"2019-09-17","1867","","","","","","","","","","","","","","","","",""
"2019-09-18","1873","","","","","","","","","","","","","","","","",""
"2019-09-19","1864","","","","","","","","","","","","","","","","",""
"2019-09-20","1851","","","","","","","","","19.39","65.74","30.66","115.78","","170.5","517.6","",""
"2019-09-23","1855","","","","","","","","","","","","","","","","",""
"2019-09-24","1854","","","","","","","","","","","","","","","","",""
"2019-09-25","1850","","","","","","","","","","","","","","","","",""
"2019-09-26","1840","","","","","","","","","","","","","","","","",""
"2019-09-27","1830","","","","","","","","","19.21","66.82","29.22","115.24","","158.6","535.5","",""
"2019-09-30","1823","254","0.02","277","7","70.69","211.84","195.82","188","","","","","","","","62.12","55.62"
"2019-10-04","","","","","","","","","","19.85","62.73","27.72","110.29","","142.2","","",""
"2019-10-08","1824","","","","","","","","","","","","","","","","",""
"2019-10-09","1830","","","","","","","","","","","","","","","","",""
"2019-10-10","1838","","","","","","","","","","","","","","","","",""
"2019-10-11","1847","","","","","","","","","19.94","68.01","27.85","115.8","","146.6","503.7","",""
"2019-10-14","1837","","","","","","","","","","","","","","","","",""
"2019-10-15","1841","","","","","","","","","","","","","","","","",""
"2019-10-16","1846","","","","","","","","","","","","","","","","",""
"2019-10-17","1848","","","","","","","","","","","","","","","","",""
"2019-10-18","1859","","","","","","","","","19.75","68.01","29.66","117.42","","148.4","475.3","",""
"2019-10-21","1847","","","","","","","","","","","","","","","","",""
"2019-10-22","1855","","","","","","","","","","","","","","","","",""
"2019-10-23","1836","","","","","","","","","","","","","","","","",""
"2019-10-24","1828","","","","","","","","","","","","","","","","",""
"2019-10-25","1828","","","","","","","","","20.08","69.05","31.66","120.78","","139.7","468.5","",""
"2019-10-28","1846","","","","","","","","","","","","","","","","",""
"2019-10-29","1864","","","","","","","","","","","","","","","","",""
"2019-10-30","1868","","","","","","","","","","","","","","","","",""
"2019-10-31","1873","254","0.02","277","7","70.69","211.84","195.82","188","","","","","471","","","53.71","48.99"
"2019-11-01","1887","","","","","","","","","20.08","68.52","33.24","121.83","","129.2","468.5","",""
"2019-11-04","1876","","","","","","","","","","","","","","","","",""
"2019-11-05","1874","","","","","","","","","","","","","647","","","",""
"2019-11-06","1854","","","","","","","","","","","","","","","","",""
"2019-11-07","1845","","","","","","","","","","","","","","","","",""
"2019-11-08","1865","","","","","","","","","20.08","70.23","36.04","126.35","","130.7","456.2","",""
"2019-11-10","","","","","","","","","","","","","","850","","","",""
"2019-11-11","1855","","","","","","","","","","","","","","","","",""
"2019-11-12","1838","","","","","","","","","","","","","","","","",""
"2019-11-13","1841","","","","","","","","","","","","","","","","",""
"2019-11-14","1840","","","","","","","","","","","","","","","","",""
"2019-11-15","1841","","","","","","","","","20.27","71.01","32.95","124.23","1065","132.6","430.2","",""
"2019-11-18","1859","","","","","","","","","","","","","","","","",""
"2019-11-19","1854","","","","","","","","","","","","","","","","",""
"2019-11-20","1846","","","","","","","","","","","","","1277","","","",""
"2019-11-21","1852","","","","","","","","","","","","","","","","",""
"2019-11-22","1847","","","","","","","","","20.97","69.76","33.91","124.64","","137.9","439.2","",""
"2019-11-25","1841","","","","","","","","","","","","","1519","","","",""
"2019-11-26","1839","","","","","","","","","","","","","","","","",""
"2019-11-27","1836","","","","","","","","","","","","","","","","",""
"2019-11-28","1824","","","","","","","","","","","","","","","","",""
"2019-11-29","1830","","","","","","","","","21.31","70.25","34.29","125.84","","169.5","426.5","",""
"2019-11-30","","254","0.02","277","7","70.51","211.32","195.3","188","","","","","1889","","","53.71","48.53"
"2019-12-02","1823","","","","","","","","","","","","","","","","",""
"2019-12-03","1898","","","","","","","","","","","","","","","","",""
"2019-12-04","1896","","","","","","","","","","","","","","","","",""
"2019-12-05","1894","","","","","","","","","","","","","2209","","","",""
"2019-12-06","1904","","","","","","","","","20.92","71.15","35.11","127.17","","188.8","411.8","",""
"2019-12-09","1895","","","","","","","","","","","","","","","","",""
"2019-12-10","1905","","","","","","","","","","","","","2537","","","",""
"2019-12-11","1903","","","","","","","","","","","","","","","","",""
"2019-12-12","1904","","","","","","","","","","","","","","","","",""
"2019-12-13","1893","","","","","","","","","21.13","69.91","35.26","126.3","","190.1","433.7","",""
"2019-12-15","","","","","","","","","","","","","","2876","","","",""
"2019-12-16","1894","","","","","","","","","","","","","","","","",""
"2019-12-17","1886","","","","","","","","","","","","","","","","",""
"2019-12-18","1891","","","","","","","","","","","","","","","","",""
"2019-12-19","1882","","","","","","","","","","","","","","","","",""
"2019-12-20","1885","","","","","","","","","21.13","68.36","36.65","126.13","3259","195.5","452.7","",""
"2019-12-23","1895","","","","","","","","","","","","","","","","",""
"2019-12-24","1902","","","","","","","","","","","","","","","","",""
"2019-12-25","1907","","","","","","","","","","","","","3617","","","",""
"2019-12-26","1915","","","","","","","","","","","","","","","","",""
"2019-12-27","1913","","","","","","","","","20.77","68.03","37.07","125.87","","194.3","494.4","",""
"2019-12-30","1915","","","","","","","","","","","","","","","","",""
"2019-12-31","1910","260.77","0.02","278","7","72.33","211.32","201.07","189","","","","","4204","","","53.71","48.53"
"2020-01-02","1918","","","","","","","","","","","","","","","","",""
"2020-01-03","1918","","","","","","","","","20.28","68.6","35.99","124.87","","210","522.7","",""
"2020-01-05","","","","","","","","","","","","","","4611","","","",""
"2020-01-06","1913","","","","","","","","","","","","","","","","",""
"2020-01-07","1926","","","","","","","","","","","","","","","","",""
"2020-01-08","1918","","","","","","","","","","","","","","","","",""
"2020-01-09","1921","","","","","","","","","","","","","","","","",""
"2020-01-10","1911","","","","","","","","","20.28","69.19","36.44","125.9","5077","221.7","573","",""
"2020-01-13","1918","","","","","","","","","","","","","","","","",""
"2020-01-14","1919","","","","","","","","","","","","","","","","",""
"2020-01-15","1924","","","","","","","","","","","","","5411","","","",""
"2020-01-16","1946","","","","","","","","","","","","","","","","",""
"2020-01-17","1947","","","","","","","","","20.28","66.32","36.02","122.61","","232.9","598","",""
"2020-01-20","1944","","","","","","","","","","","","","5723","","","",""
"2020-01-21","1928","","","","","","","","","","","","","","","","",""
"2020-01-22","1924","","","","","","","","","","","","","","","","",""
"2020-01-23","1912","","","","","","","","","","","","","","","","",""
"2020-01-24","","","","","","","","","","19.95","56.94","34.34","111.23","","233.9","","",""
"2020-01-31","","260.77","0.02","279","7","71.35","210.32","199.07","190","19.95","47.2","34.61","101.76","","232.2","518.3","56.41","48.07"
"2020-02-03","1926","","","","","","","","","","","","","","","","",""
"2020-02-04","1944","","","","","","","","","","","","","","","","",""
"2020-02-05","1921","","","","","","","","","","","","","5886","","","",""
"2020-02-06","1934","","","","","","","","","","","","","","","","",""
"2020-02-07","1938","","","","","","","","","19.95","38.56","35.93","94.44","","203.7","469.6","",""
"2020-02-10","1926","","","","","","","","","","","","","5925","","","",""
"2020-02-11","1923","","","","","","","","","","","","","","","","",""
"2020-02-12","1923","","","","","","","","","","","","","","","","",""
"2020-02-13","1926","","","","","","","","","","","","","","","","",""
"2020-02-14","1919","","","","","","","","","19.76","32.22","34.08","86.05","","197.7","429.9","",""
"2020-02-15","","","","","","","","","","","","","","6015","","","",""
"2020-02-17","1927","","","","","","","","","","","","","","","","",""
"2020-02-18","1907","","","","","","","","","","","","","","","","",""
"2020-02-19","1910","","","","","","","","","","","","","","","","",""
"2020-02-20","1905","","","","","","","","","","","","","6148","","","",""
"2020-02-21","1912","","","","","","","","","16.97","37.67","32.87","87.5","","176.4","429.1","",""
"2020-02-24","1913","","","","","","","","","","","","","","","","",""
"2020-02-25","1915","","","","","","","","","","","","","6381","","","",""
"2020-02-26","1913","","","","","","","","","","","","","","","","",""
"2020-02-27","1927","","","","","","","","","","","","","","","","",""
"2020-02-28","1922","","","","","","","","","16.97","51.84","30.27","99.08","","181.2","458.7","",""
"2020-02-29","","260.77","0.02","279","7","71.35","210.32","199.07","190","","","","","6683","","","56.41","48.07"
"2020-03-02","1943","","","","","","","","","","","","","","","","",""
"2020-03-03","1941","","","","","","","","","","","","","","","","",""
"2020-03-04","1938","","","","","","","","","","","","","","","","",""
"2020-03-05","1943","","","","","","","","","","","","","6996","","","",""
"2020-03-06","1935","","","","","","","","","16.97","56.83","28.4","102.2","","209.1","461.3","",""
"2020-03-09","1933","","","","","","","","","","","","","","","","",""
"2020-03-10","1947","","","","","","","","","","","","","7322","","","",""
"2020-03-11","2020","","","","","","","","","","","","","","","","",""
"2020-03-12","2008","","","","","","","","","","","","","","","","",""
"2020-03-13","2010","","","","","","","","","18.07","65.96","29.95","113.98","","242.8","456.1","",""
"2020-03-15","","","","","","","","","","","","","","7651","","","",""
"2020-03-16","1999","","","","","","","","","","","","","","","","",""
"2020-03-17","1995","","","","","","","","","","","","","","","","",""
"2020-03-18","1987","","","","","","","","","","","","","","","","",""
"2020-03-19","1985","","","","","","","","","","","","","","","","",""
"2020-03-20","2001","","","","","","","","","18.07","66.73","28.33","113.13","8032","284.7","452.9","",""
"2020-03-23","2017","","","","","","","","","","","","","","","","",""
"2020-03-24","2013","","","","","","","","","","","","","","","","",""
"2020-03-25","2026","","","","","","","","","","","","","8287","","","",""
"2020-03-26","2018","","","","","","","","","","","","","","","","",""
"2020-03-27","2034","","","","","","","","","19.81","68.16","26.27","114.25","","330.4","470.8","",""
"2020-03-30","2046","","","","","","","","","","","","","","","","",""
"2020-03-31","2048","260.77","0.02","279","7","71.35","210.32","199.07","190","","","","","8621","","","56.41","48.07"
"2020-04-01","2037","","","","","","","","","","","","","","","","",""
"2020-04-02","2031","","","","","","","","","","","","","","","","",""
"2020-04-03","2033","","","","","","","","","20.76","67.07","25.72","113.55","","350.1","469.1","",""
"2020-04-05","","","","","","","","","","","","","","8840","","","",""
"2020-04-07","2030","","","","","","","","","","","","","","","","",""
"2020-04-08","2045","","","","","","","","","","","","","","","","",""
"2020-04-09","2043","","","","","","","","","","","","","","","","",""
"2020-04-10","2043","","","","","","","","","20.76","65.93","24.55","111.24","9024","359.7","445.5","",""
"2020-04-13","2044","","","","","","","","","","","","","","","","",""
"2020-04-14","2051","","","","","","","","","","","","","","","","",""
"2020-04-15","2070","","","","","","","","","","","","","9171","","","",""
"2020-04-16","2065","","","","","","","","","","","","","","","","",""
"2020-04-17","2065","","","","","","","","","20.76","66.82","22.76","110.35","","371.6","412.9","",""
"2020-04-20","2060","","","","","","","","","","","","","9348","","","",""
"2020-04-21","2063","","","","","","","","","","","","","","","","",""
"2020-04-22","2069","","","","","","","","","","","","","","","","",""
"2020-04-23","2078","","","","","","","","","","","","","","","","",""
"2020-04-24","2079","","","","","","","","","20.76","63.97","22.99","107.72","","366.4","395.8","",""
"2020-04-25","","","","","","","","","","","","","","9495","","","",""
"2020-04-27","2098","","","","","","","","","","","","","","","","",""
"2020-04-28","2096","","","","","","","","","","","","","","","","",""
"2020-04-29","2094","","","","","","","","","","","","","","","","",""
"2020-04-30","2074","260.77","0.02","279","7","71.35","210.32","199.07","190","","","","","9802","","","56.41","53.15"
"2020-05-01","","","","","","","","","","20.76","60.25","22.22","103.24","","349.4","375.2","",""
"2020-05-06","2086","","","","","","","","","","","","","","","","",""
"2020-05-07","2071","","","","","","","","","","","","","","","","",""
"2020-05-08","2061","","","","","","","","","21.43","60.5","21.71","103.65","","347.3","354.5","",""
"2020-05-11","2045","","","","","","","","","","","","","","","","",""
"2020-05-12","2045","","","","","","","","","","","","","","","","",""
"2020-05-13","2048","","","","","","","","","","","","","","","","",""
"2020-05-14","2043","","","","","","","","","","","","","","","","",""
"2020-05-15","2027","","","","","","","","","21.43","58.7","24.7","104.83","","309.2","362.9","",""
"2020-05-18","2049","","","","","","","","","","","","","","","","",""
"2020-05-19","2043","","","","","","","","","","","","","","","","",""
"2020-05-20","2032","","","","","","","","","","","","","","","","",""
"2020-05-21","2019","","","","","","","","","","","","","","","","",""
"2020-05-22","2022","","","","","","","","","21.53","58.17","26.42","106.13","","290.1","380.6","",""
"2020-05-25","2039","","","","","","","","","","","","","","","","",""
"2020-05-26","2041","","","","","","","","","","","","","","","","",""
"2020-05-27","2053","","","","","","","","","","","","","","","","",""
"2020-05-28","2062","","","","","","","","","","","","","","","","",""
"2020-05-29","2078","","","","","","","","","21.83","58.01","28.64","108.48","","251.8","404.3","",""
"2020-05-31","","260","0.02","275","7","72.75","208.07","200.05","188","","","","","","","","53.3","84.29"
"2020-06-01","2069","","","","","","","","","","","","","","","","",""
"2020-06-02","2067","","","","","","","","","","","","","","","","",""
"2020-06-03","2065","","","","","","","","","","","","","","","","",""
"2020-06-04","2062","","","","","","","","","","","","","","","","",""
"2020-06-05","2073","","","","","","","","","21.83","59.72","28.04","109.59","","239.1","440.7","",""
"2020-06-08","2062","","","","","","","","","","","","","","","","",""
"2020-06-09","2077","","","","","","","","","","","","","","","","",""
"2020-06-10","2085","","","","","","","","","","","","","","","","",""
"2020-06-11","2096","","","","","","","","","","","","","","","","",""
"2020-06-12","2094","","","","","","","","","21.27","58.64","26.63","106.54","","225.9","494.7","",""
"2020-06-15","2118","","","","","","","","","","","","","","","","",""
"2020-06-16","2117","","","","","","","","","","","","","","","","",""
"2020-06-17","2127","","","","","","","","","","","","","","","","",""
"2020-06-18","2129","","","","","","","","","","","","","","","","",""
"2020-06-19","2121","","","","","","","","","20.85","59.54","26.57","106.96","","223.7","482.7","",""
"2020-06-22","2097","","","","","","","","","","","","","","","","",""
"2020-06-23","2088","","","","","","","","","","","","","","","","",""
"2020-06-24","2086","","","","","","","","","","","","","","","","",""
"2020-06-26","","","","","","","","","","20.75","57.7","27.08","105.53","","206.4","482.7","",""
"2020-06-29","2118","","","","","","","","","","","","","","","","",""
"2020-06-30","2090","260","0.02","276","7","71.76","207.07","198.05","189","","","","","","","","53.42","84.41"
"2020-07-01","2096","","","","","","","","","","","","","","","","",""
"2020-07-02","2100","","","","","","","","","","","","","","","","",""
"2020-07-03","2106","","","","","","","","","20.75","58.7","26.36","105.81","","208.6","511.6","",""
"2020-07-06","2116","","","","","","","","","","","","","","","","",""
"2020-07-07","2114","","","","","","","","","","","","","","","","",""
"2020-07-08","2113","","","","","","","","","","","","","","","","",""
"2020-07-09","2145","","","","","","","","","","","","","","","","",""
"2020-07-10","2144","","","","","","","","","20.25","58.98","25.76","104.99","","200.5","533.1","",""
"2020-07-13","2144","","","","","","","","","","","","","","","","",""
"2020-07-14","2135","","","","","","","","","","","","","","","","",""
"2020-07-15","2146","","","","","","","","","","","","","","","","",""
"2020-07-16","2156","","","","","","","","","","","","","","","","",""
"2020-07-17","2162","","","","","","","","","20.73","59.04","25.58","105.35","","191.4","527","",""
"2020-07-20","2190","","","","","","","","","","","","","","","","",""
"2020-07-21","2181","","","","","","","","","","","","","","","","",""
"2020-07-22","2189","","","","","","","","","","","","","","","","",""
"2020-07-23","2240","","","","","","","","","","","","","","","","",""
"2020-07-24","2264","","","","","","","","","21.47","59.67","23.06","104.2","","204.4","529.9","",""
"2020-07-27","2340","","","","","","","","","","","","","","","","",""
"2020-07-28","2294","","","","","","","","","","","","","","","","",""
"2020-07-29","2311","","","","","","","","","","","","","","","","",""
"2020-07-30","2321","","","","","","","","","","","","","","","","",""
"2020-07-31","2323","260","0.02","277","7","70.05","204.07","194.05","190","21.1","59.25","19.73","100.08","","203.7","519.3","57.1","67.26"
"2020-08-03","2318","","","","","","","","","","","","","","","","",""
"2020-08-04","2311","","","","","","","","","","","","","","","","",""
"2020-08-05","2285","","","","","","","","","","","","","","","","",""
"2020-08-06","2284","","","","","","","","","","","","","","","","",""
"2020-08-07","2224","","","","","","","","","21.1","60.66","19.98","101.74","","208","515.3","",""
"2020-08-10","2219","","","","","","","","","","","","","","","","",""
"2020-08-11","2231","","","","","","","","","","","","","","","","",""
"2020-08-12","2224","","","","","","","","","","","","","","","","",""
"2020-08-13","2228","","","","","","","","","","","","","","","","",""
"2020-08-14","2296","","","","","","","","","21.1","61.68","22.2","104.98","","233.4","517.9","",""
"2020-08-17","2299","","","","","","","","","","","","","","","","",""
"2020-08-18","2290","","","","","","","","","","","","","","","","",""
"2020-08-19","2301","","","","","","","","","","","","","","","","",""
"2020-08-20","2310","","","","","","","","","","","","","","","","",""
"2020-08-21","2300","","","","","","","","","21","60.29","21.36","102.65","","254.3","544.8","",""
"2020-08-24","2266","","","","","","","","","","","","","","","","",""
"2020-08-25","2275","","","","","","","","","","","","","","","","",""
"2020-08-26","2298","","","","","","","","","","","","","","","","",""
"2020-08-27","2257","","","","","","","","","","","","","","","","",""
"2020-08-28","2267","","","","","","","","","20.72","60.49","24.26","105.47","","254.1","533.4","",""
"2020-08-31","2262","260","0.02","277","7","70.05","204.07","194.05","190","","","","","","","","56.59","70.01"
"2020-09-01","2273","","","","","","","","","","","","","","","","",""
"2020-09-02","2290","","","","","","","","","","","","","","","","",""
"2020-09-03","2275","","","","","","","","","","","","","","","","",""
"2020-09-04","2296","","","","","","","","","20.72","62.48","22.77","105.98","","274","523.9","",""
"2020-09-07","2347","","","","","","","","","","","","","","","","",""
"2020-09-08","2335","","","","","","","","","","","","","","","","",""
"2020-09-09","2335","","","","","","","","","","","","","","","","",""
"2020-09-10","2370","","","","","","","","","","","","","","","","",""
"2020-09-11","2398","","","","","","","","","20.72","63.26","23.64","107.62","","284.9","","",""
"2020-09-14","2419","","","","","","","","","","","","","","","","",""
"2020-09-15","2402","","","","","","","","","","","","","","","","",""
"2020-09-16","2410","","","","","","","","","","","","","","","","",""
"2020-09-17","2426","","","","","","","","","","","","","","","","",""
"2020-09-18","2484","","","","","","","","","20.72","60.58","22.59","103.89","","296.3","490.7","",""
"2020-09-21","2476","","","","","","","","","","","","","","","","",""
"2020-09-22","2470","","","","","","","","","","","","","","","","",""
"2020-09-23","2421","","","","","","","","","","","","","","","","",""
"2020-09-24","2438","","","","","","","","","","","","","","","","",""
"2020-09-25","2428","","","","","","","","","21.26","60.24","21.54","103.04","","300.4","479.5","",""
"2020-09-28","2464","","","","","","","","","","","","","","","","",""
