date,close,天然橡胶：产量：中国（月）,天然橡胶：表观消费量环比：中国（月）,天然橡胶：表观消费量同比：中国（月）,天然橡胶：表观消费量：中国（月）,天然橡胶：厂内库存：上交所（周）,天然橡胶：厂库期货库存：上交所（周）,天然橡胶：厂库期货库存：上海国际能源（周）,天然橡胶：厂内库存：上海国际能源（周）,丁二烯：产量：中国（月）,丁二烯：港口库存：中国（周）,丁二烯：期末库存：中国（月）,SBS：产能：中国（日）,SBS：开工率同比：中国（月）,SBS：开工率：中国（日）,SBS：产量：中国（日）,SBS：表观消费量：中国（月）,SBS：需求量：中国：新口径（月）,SBS：贸易商：库存：中国（周）,SBS：社会库存：中国（周）,SBS：中国企业：库存（周）,SEBS：开工率：中国（月）,SEBS：产量：中国（月）,SEBS：中国企业：库存（月）,SIS：产量：中国（月）,SIS：中国企业：库存（月）,SIS：开工率：中国（月）,丁苯橡胶：产量同比：中国（月）,丁苯橡胶：产能：中国（日）,丁苯橡胶：开工率环比：中国（周）,丁苯橡胶：开工率：中国（月）,丁苯橡胶：产量：中国（日）,丁苯橡胶：表观消费量同比：中国（月）,丁苯橡胶：表观消费量环比：中国（月）,丁苯橡胶：表观消费量：中国（月）,丁苯橡胶：需求量：中国：新口径（月）,丁苯橡胶：期末库存：中国（月）,丁苯橡胶：现货库存：中国（周）,丁苯橡胶：库存：中国（周）,丁苯橡胶：贸易商：社会库存：中国（周）,丁苯胶乳：产能：中国（月）,丁苯胶乳：开工率：中国（月）,丁吡胶乳：产能：中国（月）,丁腈胶乳：产量同比：中国（月）,丁腈胶乳：产能：中国（月）,丁腈胶乳：开工率：中国（月）,高顺顺丁橡胶：产量：中国（月）,高顺顺丁橡胶：产能：中国（日）,高顺顺丁橡胶：开工率：中国（周）,其他高顺顺丁橡胶：开工率：中国（月）,顺丁橡胶：产量：中国（日）,顺丁橡胶：开工率同比：中国（月）,顺丁橡胶：开工率：中国（月）,顺丁橡胶：总开工率：中国（日）,顺丁橡胶：产量：中国（月）,顺丁橡胶：需求量：中国：新口径（月）,顺丁橡胶：表观消费量：中国：新口径（月）,顺丁橡胶：库存环比：中国（周）,顺丁橡胶：贸易商：库存：中国（周）,二甲基环硅氧烷的混合物：开工率：中国（日）,丁腈橡胶：开工率：中国：新口径（月）,丁腈橡胶：产量：中国（月）,下游行业：丁腈橡胶保温发泡：开工率：中国（月）,丁腈橡胶：表观消费量：中国（月）,丁腈橡胶：需求量：中国：新口径（月）,下游行业：丁腈橡胶：橡胶管：开工率：中国（月）,丁腈橡胶：库存：中国（周）,产业在线：FKM：产量：中国（月）,异戊橡胶：产量：中国：新口径（月）,氯丁橡胶：产量：中国（月）,三元乙丙橡胶：产量：中国（月）,三元乙丙橡胶：国内企业：开工率（月）,乙丙橡胶：表观消费量：中国（月）,丁基橡胶：产量：中国（日）,丁基橡胶：开工率：中国（周）,丁基橡胶：表观消费量：中国（月）,丁基橡胶：社会库存：中国（周）,丁基橡胶：中国企业：库存（周）,全钢轮胎：产量同比：中国（月）,全钢轮胎：开工率环比：中国（周）,全钢轮胎：开工率：中国（月）,全钢轮胎：产量：中国（月）,下游行业：丁基橡胶：全钢轮胎：开工率：中国（周）,全钢轮胎：社会库存：中国（月）,半钢轮胎：产量同比：中国（月）,半钢轮胎：开工率环比：中国（周）,半钢轮胎：开工率：中国（月）,下游行业：丁基橡胶：半钢轮胎：开工率：中国（周）,半钢轮胎：产量：中国（月）,新的充气橡胶轮胎：出口数量终值：中国（月）,新的充气橡胶轮胎：出口数量终值同比：中国（月）,全钢轮胎：出口数量：中国→美国：新口径（月）,半钢轮胎：出口数量：中国→美国：新口径（月）,轮胎：出口数量合计：中国：新口径（月）,轮胎：进口数量合计：中国：新口径（月）,隆众：汽车：产量：中国（月）,轮胎：看跌比例：中国（周）,轮胎：看平比例：中国（周）,轮胎：看升比例：中国（周）,轮胎：产量同比：中国（月）,汽车轮胎：库存预警指数：中国（月）,统计局：轮胎：产量同比：中国（月）,统计局：轮胎：产量：中国（月）,输送带：开工率：中国企业（月）,输送带：产量：中国（月）,初级形状或板、片、带状再生橡胶：出口数量合计：中国（月）,初级形状或板、片、带状再生橡胶：进口数量合计：中国（月）,再生胶：出口数量合计：中国（月）,再生胶：进口数量合计：中国（月）
"2019-03-21","11940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-03-22","11880","","","","","443798","429330","","","","38650","","","","","","","","11365","21165","18250","","","","","","","","","0","","","","","","","","28870","20420","8450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.71","","","","","65.9","","","","","","","","","","","","","","","","","","","","",""
"2019-03-25","11500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-03-26","11510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-03-27","11335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-03-28","11180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-03-29","11245","","","","","437300","422150","","","","40400","","","","","","","","10140","18840","15600","","","","","","","","","0","","","","","","","","26780","19390","7390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.71","","","","","66.04","","","","","","","","","","","","","","","","","","","","",""
"2019-03-31","","81000","","","553865.04","","","","","23.77","","63680","","","","","64080.97","39467","","","","77.44","10970","","13350","","96.95","4.17","","","65","","","","11.89","51539","","","","","0.79","45.47","1.25","1.33","3.12","73.22","80730","","","44.77","","","","","88925","80680","102555","","","","103.5","1.19","","26753.472","13559","","","1.215","4039","0.56","1.8","58.21","35258.48","","","28494.52","","","","","","1279","","","5.01","","68.71","","4426","4237","16","26210.56","5174.19","517841.21","9021.59","255.8","","","","","55.3","4","7639.3","","","8776.553","9382.365","8776.55","9382.37"
"2019-04-01","11365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-02","11680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-03","11770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-04","11795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-05","","","","","","439352","422330","","","","37200","","","","","","","","9345","18045","16350","","","","","","","","","0","","","","","","","","25300","17550","7750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.11","","","","","65.92","","","","","","","","","","","","","","","","","","","","",""
"2019-04-08","11835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-09","11700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-10","11955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-11","11910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-12","11930","","","","","441128","424480","","","","41700","","","","","","","","9085","18835","18050","","","","","","","","","0","","","","","","","","23950","17020","6930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.11","","","","","65.92","","","","","","","","","","","","","","","","","","","","",""
"2019-04-15","11840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-16","11685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-17","11645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-18","11400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-19","11470","","","","","443128","424250","","","","43700","","","","","","","","10635","20035","16300","","","","","","","","","0","","","","","","","","24910","16920","7990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8","","","","","","","","71.97","","","","","65.75","","","","","","","","","","","","","","","","","","","","",""
"2019-04-22","11480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-23","11540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-24","11475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-25","11495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-26","11270","","","","","430588","415540","","","","39700","","","","","","","","11275","20075","15650","","","","","","","","","5","","","","","","","","26320","18120","8200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8","","","","","","","","71.16","","","","","64.87","","","","","","","","","","","","","","","","","","","","",""
"2019-04-29","11255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-30","11700","39300","","","472229.16","","","","","22.33","","61360","","","","","68141.98","40565","","","","90","12750","","11500","","82.45","30.08","","","67","","","","12.29","51270","","","","","0.79","58.11","1.25","3.59","3.12","74.14","75650","","","46.45","","","","","82875","79671","101801","","","","90","1.49","","24963.898","11777","","","0.905","3977","0.56","1.93","62.59","32968.47","","","35929.484","","","","","","1310","","","0.85","","69.82","","4495","4251","1","23975.88","4737.89","490148.81","8689.28","205.2","","","","","61","-0.8","7375.8","","","8444.153","11025.618","8444.15","11025.26"
"2019-05-03","","","","","","430938","418120","","","","39700","","","","","","","","10565","19465","15800","","","","","","","","","3.17","","","","","","","","26320","18480","8140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8","","","","","","","","71.02","","","","","64.97","","","","","","","","","","","","","","","","","","","","",""
"2019-05-06","11665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-07","11865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-08","11845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-09","11790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-10","11775","","","","","429824","420970","","","","37900","","","","","","","","10555","19555","16300","","","","","","","","","0","","","","","","","","26620","18490","8140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8","","","","","","","","71.02","","","","","64.97","","","","","","","","","","","","","","","","","","","","",""
"2019-05-13","11905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-14","11540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-15","11745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-16","12250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-17","12205","","","","","431384","422190","","","","34700","","","","","","","","11205","20005","16000","","","","","","","","","-1.54","","","","","","","","27360","19690","7670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.27","","","","","","","","71.02","","","","","64.97","","","","","","","","","","","","","","","","","","","","",""
"2019-05-20","12045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-21","12375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-22","11905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-23","11720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-24","11850","","","","","422428","413880","","","","33800","","","","","","","","11720","20820","16000","","","","","","","","","3.13","","","","","","","","27480","20120","7360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.84","","","","","","","","73.02","","","","","67.79","","","","","","","","","","","","","","","","","","","","",""
"2019-05-27","11860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-28","11955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-29","12205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-30","12030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-31","12250","71600","","","458133.67","423305","414950","","","23.45","32800","52250","","","","","65649.39","41039","11340","19540","14300","79.76","11300","","8800","","67.18","12.82","","0","63","","","","12.75","51981","","27570","19700","7870","0.79","54.32","1.25","20.92","3.12","75.97","74650","","","41.66","","","","","82950","76890","95604","","","","65.5","1.09","","18367.713","8581","","","0.955","2926","0.44","2.03","62.59","33204.89","","36.97","33256.009","","","","","","1313","73.02","","2.13","","72.38","67.79","4656","4482","6","23935.91","5615.56","506203.75","10052.9","185.2","","","","","54","0.2","7204.3","","","11352.103","8899.618","11352.1","8899.62"
"2019-06-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-03","11900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-04","11910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-05","12125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-06","12235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-07","","","","","","423440","414870","","","","30700","","","","","","","","10495","19195","15100","","","","","","","","","-4.55","","3087","","","","","","27850","19710","8140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.78","","","","","","","","72.48","","","","","68.03","","","","","","","","","","","","","","","","","","","","",""
"2019-06-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-10","12290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-11","12470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-12","12190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-13","12260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-14","11970","","","","","424445","415140","","","","31300","","","","","","","","9250","19300","14850","","","","","","","","","4.76","","3167","","","","","","28700","20080","8620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.78","","","","","","","","72.48","","","","","68.03","","","","","","","","","","","","","","","","","","","","",""
"2019-06-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-17","11760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-18","11860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-19","11740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-20","11765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-21","11735","","","","","426905","415730","","","","26600","","","","","2370","","","10943","21093","16900","","","","","","","","","0","","3143","","","","","","25920","18570","7350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.28","","","","","","","","73.63","","","","","67.08","","","","","","","","","","","","","","","","","","","","",""
"2019-06-22","","","","","","","","","","","","","","","","2370","","","","","","","","","","","","","","","","3138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-23","","","","","","","","","","","","","","","","2370","","","","","","","","","","","","","","","","3138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-24","11600","","","","","","","","","","","","","","","2370","","","","","","","","","","","","","","","","3118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-25","11640","","","","","","","","","","","","","","","2370","","","","","","","","","","","","","","","","3118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-26","11615","","","","","","","","","","","","","","","2370","","","","","","","","","","","","","","","","2768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-27","11590","","","","","","","","","","","","","","","2370","","","","","","","","","","","","","","","","3168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-28","11355","","","","","417055","402750","","","","22600","","","","","2370","","","10000","19900","16400","","","","","","","","","16.67","","3208","","","","","","26240","19040","7200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.16","","","","","","","","73.01","","","","","68.45","","","","","","","","","","","","","","","","","","","","",""
"2019-06-29","","","","","","","","","","","","","","","","2370","","","","","","","","","","","","","","","","3208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-30","","87200","","","414551.08","","","","","23.92","","43080","","","","2370","72029.86","43951","","","","88.59","12550","","12430","","94.89","32.76","","","65","3343","","","12.22","52776","","","","","0.79","66.95","1.25","25.93","3.57","76.25","70500","","","40.27","","","","","79000","72615","93838","","","","82","1.15","","20962.73","10742","","","1.06","1978","0.34","2.03","62.59","37477.699","","","34443.809","","","","","","1319","","","12.91","","70.37","","4530","4610","16","24190.4","5251.15","534372.13","8376.01","189.5","","","","","50.4","3.2","7027.9","","","8917.753","8093.206","8917.75","8093.21"
"2019-07-01","11410","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-02","11325","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-03","11160","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-04","11260","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-05","11310","","","","","423424","403120","","","","20600","","","","","2529","","","8490","17790","15850","","","","","","","","","-7.79","","3091","","","","","","23330","17430","5900","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","515","45.16","","350","","","","","","71.57","","","","","68.02","","","","","","","","","","","","","","","","","","","","",""
"2019-07-06","","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-07","","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","","","","3091","","","","","","","","","","","","","","","","","","","2515","","","58.14","","","","","","","","","","","","","","","","","","","","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
