date,close,热轧板卷：钢铁企业：产能利用率：中国（周）,热轧板卷：钢铁企业：产能：中国（周）,热轧板卷：钢铁企业：开工率：中国（周）,热轧板卷：钢铁企业：产线条数：中国（周）,热轧板卷：钢铁企业：内部供料量：中国（周）,热轧板卷：钢铁企业：年产能：中国（周）,热轧板卷：钢铁企业：实际产量：中国（周）,热轧板卷：钢铁企业：实际开工条数：中国（周）,热轧商品卷：钢铁企业：产量：中国（周）,热轧板卷：成交量：中国（日）,热轧板卷：消费量：中国（周）,热轧板卷：社会库存：中国（旬）,热轧板卷：库存：中国（周）,热轧板卷：钢铁企业：厂内库存：中国（周）,热轧板卷：55个城市：社会库存：中国（周）
"2019-02-12","3674","","","","","","","","","","","","","","",""
"2019-02-13","3608","","","","","","","","","","18602","","","","",""
"2019-02-14","3606","","","","","","","","","","24599","","","","",""
"2019-02-15","3535","84.71","391.42","93.75","64","98.31","20410","331.59","60","233.28","26582","311.96","","359.16","99.09",""
"2019-02-18","3624","","","","","","","","","","40497","","","","",""
"2019-02-19","3638","","","","","","","","","","35920","","","","",""
"2019-02-20","3657","","","","","","","","","","37916","","","","",""
"2019-02-21","3671","","","","","","","","","","42007","","","","",""
"2019-02-22","3706","85.41","391.42","93.75","64","99.87","20410","334.32","60","234.45","43094","318.5","","374.98","101.21",""
"2019-02-25","3678","","","","","","","","","","43939","","","","",""
"2019-02-26","3744","","","","","","","","","","48788","","","","",""
"2019-02-27","3734","","","","","","","","","","45883","","","","",""
"2019-02-28","3778","","","","","","","","","","45121","","","","",""
"2019-03-01","3825","84.16","391.42","92.19","64","99.32","20410","329.43","59","230.11","52313","333.82","","370.59","96",""
"2019-03-04","3791","","","","","","","","","","51409","","","","",""
"2019-03-05","3777","","","","","","","","","","45434","","","","",""
"2019-03-06","3708","","","","","","","","","","42837","","","","",""
"2019-03-07","3752","","","","","","","","","","50197","","","","",""
"2019-03-08","3712","80.28","391.42","87.5","64","97.49","20410","314.25","56","216.76","44550","318.09","","366.75","95.33",""
"2019-03-11","3692","","","","","","","","","","44318","","","","",""
"2019-03-12","3776","","","","","","","","","","60317","","","","",""
"2019-03-13","3731","","","","","","","","","","48877","","","","",""
"2019-03-14","3713","","","","","","","","","","45195","","","","",""
"2019-03-15","3673","82.68","391.42","89.06","64","99.73","20410","323.63","57","223.9","41350","325.29","","365.09","99.74",""
"2019-03-18","3697","","","","","","","","","","51354","","","","",""
"2019-03-19","3699","","","","","","","","","","46651","","","","",""
"2019-03-20","3688","","","","","","","","","","45066","","","","",""
"2019-03-21","3692","","","","","","","","","","45084","","","","",""
"2019-03-22","3712","81.9","391.42","90.63","64","99.87","20410","320.56","58","220.69","42337","334.12","","351.53","96.22",""
"2019-03-25","3659","","","","","","","","","","48004","","","","",""
"2019-03-26","3662","","","","","","","","","","47380","","","","",""
"2019-03-27","3675","","","","","","","","","","47228","","","","",""
"2019-03-28","3675","","","","","","","","","","46843","","","","",""
"2019-03-29","3741","82.4","391.42","90.63","64","99.29","20410","322.54","58","223.25","48067","333.16","","340.91","96.88",""
"2019-04-01","3778","","","","","","","","","","55509","","","","",""
"2019-04-02","3771","","","","","","","","","","53194","","","","",""
"2019-04-03","3825","","","","","","","","","","54050","","","","",""
"2019-04-04","3846","","","","","","","","","","51835","","","","",""
"2019-04-05","","84.81","391.42","92.19","64","99.83","20410","331.97","59","232.14","","342.9","","329.98","95.58",""
"2019-04-08","3668","","","","","","","","","","63416","","","","",""
"2019-04-09","3681","","","","","","","","","","53265","","","","",""
"2019-04-10","3690","","","","","","","","","","48662","","","","",""
"2019-04-11","3703","","","","","","","","","","47221","","","","",""
"2019-04-12","3693","84.79","391.42","93.75","64","98.64","20410","331.87","60","233.23","46241","345.45","","316.4","92.67",""
"2019-04-15","3752","","","","","","","","","","57822","","","","",""
"2019-04-16","3695","","","","","","","","","","48199","","","","",""
"2019-04-17","3719","","","","","","","","","","47346","","","","",""
"2019-04-18","3646","","","","","","","","","","39646","","","","",""
"2019-04-19","3686","83.91","391.42","90.63","64","98.78","20410","328.45","58","229.67","46586","342.42","","302.43","89.47",""
"2019-04-22","3708","","","","","","","","","","46502","","","","",""
"2019-04-23","3692","","","","","","","","","","41869","","","","",""
"2019-04-24","3679","","","","","","","","","","42237","","","","",""
"2019-04-25","3648","","","","","","","","","","50734","","","","",""
"2019-04-26","3679","84.76","391.42","93.75","64","98.89","20410","331.79","60","232.9","43984","335.16","","299.06","90.62",""
"2019-04-28","","","","","","","","","","","42654","","","","",""
"2019-04-29","3714","","","","","","","","","","45579","","","","",""
"2019-04-30","3789","","","","","","","","","","41214","","","","",""
"2019-05-03","","86.42","391.42","93.75","64","98.18","20410","338.28","60","240.1","","332.34","","305","94.09",""
"2019-05-05","","","","","","","","","","","48714","","","","",""
"2019-05-06","3714","","","","","","","","","","42486","","","","",""
"2019-05-07","3732","","","","","","","","","","53972","","","","",""
"2019-05-08","3687","","","","","","","","","","40251","","","","",""
"2019-05-09","3669","","","","","","","","","","44870","","","","",""
"2019-05-10","3682","86.17","391.42","93.75","64","94.74","20410","337.29","60","242.55","46199","339.25","","303.04","90.32",""
"2019-05-13","3611","","","","","","","","","","41730","","","","",""
"2019-05-14","3595","","","","","","","","","","36668","","","","",""
"2019-05-15","3637","","","","","","","","","","48766","","","","",""
"2019-05-16","3652","","","","","","","","","","44658","","","","",""
"2019-05-17","3682","85.15","391.42","92.19","64","93.66","20410","333.3","59","239.64","47064","338.66","","297.68","93.23",""
"2019-05-20","3646","","","","","","","","","","40211","","","","",""
"2019-05-21","3765","","","","","","","","","","55244","","","","",""
"2019-05-22","3757","","","","","","","","","","43668","","","","",""
"2019-05-23","3725","","","","","","","","","","40643","","","","",""
"2019-05-24","3726","85.17","391.42","93.75","64","92.53","20410","333.37","60","240.84","41718","340.54","","290.51","87.95",""
"2019-05-27","3666","","","","","","","","","","42342","","","","",""
"2019-05-28","3669","","","","","","","","","","41237","","","","",""
"2019-05-29","3670","","","","","","","","","","39009","","","","",""
"2019-05-30","3640","","","","","","","","","","38353","","","","",""
"2019-05-31","3625","84.36","391.42","92.19","64","88.93","20410","330.22","59","241.29","36316","325.86","","294.87","89.59",""
"2019-06-03","3577","","","","","","","","","","39201","","","","",""
"2019-06-04","3609","","","","","","","","","","43069","","","","",""
"2019-06-05","3607","","","","","","","","","","41708","","","","",""
"2019-06-06","3597","","","","","","","","","","39563","","","","",""
"2019-06-07","","83.55","391.42","92.19","64","87.13","20410","327.04","59","239.91","","324.86","","297.05","88.23",""
"2019-06-10","3576","","","","","","","","","","41454","","","","",""
"2019-06-11","3655","","","","","","","","","","57717","","","","",""
"2019-06-12","3620","","","","","","","","","","44127","","","","",""
"2019-06-13","3637","","","","","","","","","","42129","","","","",""
"2019-06-14","3628","83.53","391.42","90.63","64","88.69","20410","326.95","58","238.26","38716","320.48","","303.52","85.14",""
"2019-06-17","3585","","","","","","","","","","37606","","","","",""
"2019-06-18","3601","","","","","","","","","","39295","","","","",""
"2019-06-19","3653","","","","","","","","","","42766","","","","",""
"2019-06-20","3711","","","","","","","","","","40718","","","","",""
"2019-06-21","3760","82.92","391.42","92.19","64","94.54","20410","324.56","59","230.02","42491","317.05","","311.03","88.31",""
"2019-06-24","3846","","","","","","","","","","48841","","","","",""
"2019-06-25","3913","","","","","","","","","","44992","","","","",""
"2019-06-26","3916","","","","","","","","","","40309","","","","",""
"2019-06-27","3897","","","","","","","","","","44236","","","","",""
"2019-06-28","3953","83.66","391.42","90.63","64","96.41","20410","327.48","58","231.07","37420","322.71","","315.8","89.67",""
"2019-07-01","3983","","","","","","","","","","43243","","","","",""
"2019-07-02","3918","","","","","","","","","","34372","","","","",""
"2019-07-03","3910","","","","","","","","","","35586","","","","",""
"2019-07-04","3892","","","","","","","","","","40371","","","","",""
"2019-07-05","3858","84.53","391.42","92.19","64","93.9","20410","330.86","59","236.96","37879","327.45","","319.21","87.09",""
"2019-07-08","3871","","","","","","","","","","40146","","","","",""
"2019-07-09","3910","","","","","","","","","","47199","","","","",""
"2019-07-10","3884","","","","","","","","","","37020","","","","",""
"2019-07-11","3874","","","","","","","","","","43868","","","","",""
"2019-07-12","3837","85.15","391.42","93.75","64","92.21","20410","333.31","60","241.1","38997","319.47","","333.05","93.55",""
"2019-07-15","3898","","","","","","","","","","52536","","","","",""
"2019-07-16","3898","","","","","","","","","","43957","","","","",""
"2019-07-17","3921","","","","","","","","","","42138","","","","",""
"2019-07-18","3861","","","","","","","","","","39033","","","","",""
"2019-07-19","3904","85.89","391.42","92.19","64","93.45","20410","336.21","59","242.76","46411","329.5","","339.76","97.48",""
"2019-07-22","3863","","","","","","","","","","44937","","","","",""
"2019-07-23","3866","","","","","","","","","","43577","","","","",""
"2019-07-24","3827","","","","","","","","","","40586","","","","",""
"2019-07-25","3866","","","","","","","","","","47604","","","","",""
"2019-07-26","3846","84.77","391.42","92.19","64","92.05","20410","331.8","59","239.75","40339","326.16","","345.4","95.13",""
"2019-07-29","3797","","","","","","","","","","39408","","","","",""
"2019-07-30","3785","","","","","","","","","","39690","","","","",""
"2019-07-31","3806","","","","","","","","","","39731","","","","",""
"2019-08-01","3781","","","","","","","","","","36867","","","","",""
"2019-08-02","3746","82.67","391.42","90.63","64","91.06","20410","323.6","58","232.54","36441","317.19","","351.81","93.18",""
"2019-08-05","3688","","","","","","","","","","36855","","","","",""
"2019-08-06","3658","","","","","","","","","","35954","","","","",""
"2019-08-07","3657","","","","","","","","","","33995","","","","",""
"2019-08-08","3643","","","","","","","","","","38382","","","","",""
"2019-08-09","3598","83.6","391.42","92.19","64","90.06","20410","327.23","59","237.17","32523","321.45","","357.59","96.46",""
"2019-08-12","3686","","","","","","","","","","51370","","","","",""
"2019-08-13","3660","","","","","","","","","","46388","","","","",""
"2019-08-14","3695","","","","","","","","","","41866","","","","",""
"2019-08-15","3722","","","","","","","","","","42248","","","","",""
"2019-08-16","3730","85.24","391.42","92.19","64","90.43","20410","333.64","59","243.21","41863","338.35","","352.88","99.17",""
"2019-08-19","3745","","","","","","","","","","48471","","","","",""
"2019-08-20","3709","","","","","","","","","","41431","","","","",""
"2019-08-21","3720","","","","","","","","","","38619","","","","",""
"2019-08-22","3714","","","","","","","","","","42682","","","","",""
"2019-08-23","3724","86.79","391.42","93.75","64","90.68","20410","339.7","60","249.02","46949","343.52","","349.06","99.71",""
"2019-08-26","3660","","","","","","","","","","40672","","","","",""
"2019-08-27","3561","","","","","","","","","","37425","","","","",""
"2019-08-28","3588","","","","","","","","","","43404","","","","",""
"2019-08-29","3563","","","","","","","","","","43545","","","","",""
"2019-08-30","3407","86.71","391.42","93.75","64","90.8","20410","339.42","60","248.62","46940","345.39","","343.09","98.95",""
"2019-09-02","3460","","","","","","","","","","57789","","","","",""
"2019-09-03","3454","","","","","","","","","","46825","","","","",""
"2019-09-04","3465","","","","","","","","","","46186","","","","",""
"2019-09-05","3442","","","","","","","","","","44153","","","","",""
"2019-09-06","3394","87.62","391.42","93.75","64","91.86","20410","342.96","60","251.1","38815","341.8","","344.25","102.33",""
"2019-09-09","3528","","","","","","","","","","50870","","","","",""
"2019-09-10","3522","","","","","","","","","","41770","","","","",""
"2019-09-11","3515","","","","","","","","","","42928","","","","",""
"2019-09-12","3568","","","","","","","","","","40526","","","","",""
"2019-09-13","","87.5","391.42","93.75","64","92.74","20410","342.51","60","249.77","","351.27","","335.49","97.13",""
"2019-09-16","3564","","","","","","","","","","52430","","","","",""
"2019-09-17","3529","","","","","","","","","","40233","","","","",""
"2019-09-18","3510","","","","","","","","","","38542","","","","",""
"2019-09-19","3428","","","","","","","","","","34611","","","","",""
"2019-09-20","3400","85.66","391.42","90.63","64","92.85","20410","335.28","58","242.43","38024","332.55","","338.22","98.77",""
"2019-09-23","3509","","","","","","","","","","60141","","","","",""
"2019-09-24","3501","","","","","","","","","","45681","","","","",""
"2019-09-25","3511","","","","","","","","","","38940","","","","",""
"2019-09-26","3460","","","","","","","","","","37464","","","","",""
"2019-09-27","3443","83.66","391.42","90.63","64","94.64","20410","327.48","58","232.84","41681","331.7","","334","94.34",""
"2019-09-29","","","","","","","","","","","41208","","","","",""
"2019-09-30","3463","","","","","","","","","","31467","","","","",""
"2019-10-04","","79.26","391.42","87.5","64","91.86","20410","310.26","56","219.45","","292.08","","352.18","98.05",""
"2019-10-08","3416","","","","","","","","","","47551","","","","",""
"2019-10-09","3428","","","","","","","","","","43577","","","","",""
"2019-10-10","3399","","","","","","","","","","40831","","","","",""
"2019-10-11","3372","82.7","391.42","90.63","64","93.9","20410","323.72","58","229.82","39854","327.81","","348.09","94.24",""
"2019-10-12","","","","","","","","","","","38900","","","","",""
"2019-10-14","3344","","","","","","","","","","39974","","","","",""
"2019-10-15","3331","","","","","","","","","","39425","","","","",""
"2019-10-16","3287","","","","","","","","","","35368","","","","",""
"2019-10-17","3312","","","","","","","","","","39219","","","","",""
"2019-10-18","3300","81.04","391.42","82.81","64","92.83","20410","317.2","53","224.37","36972","333.23","","332.06","94.34",""
"2019-10-21","3285","","","","","","","","","","38130","","","","",""
"2019-10-22","3313","","","","","","","","","","38329","","","","",""
"2019-10-23","3315","","","","","","","","","","39652","","","","",""
"2019-10-24","3356","","","","","","","","","","39150","","","","",""
"2019-10-25","3360","78.24","391.42","84.38","64","90.47","20410","306.25","54","215.78","39535","329.28","","309.03","89.32",""
"2019-10-28","3341","","","","","","","","","","41348","","","","",""
"2019-10-29","3359","","","","","","","","","","39814","","","","",""
"2019-10-30","3365","","","","","","","","","","44859","","","","",""
"2019-10-31","3351","","","","","","","","","","42584","","","","",""
"2019-11-01","3358","83.55","391.42","93.75","64","89.2","20410","327.03","60","237.83","43849","336.51","","299.55","89.11",""
"2019-11-04","3347","","","","","","","","","","49051","","","","",""
"2019-11-05","3385","","","","","","","","","","48232","","","","",""
"2019-11-06","3393","","","","","","","","","","50221","","","","",""
"2019-11-07","3364","","","","","","","","","","41182","","","","",""
"2019-11-08","3354","85.45","391.42","92.19","64","88.74","20410","334.48","59","244.54","39094","347.34","","286.69","86.98",""
"2019-11-11","3321","","","","","","","","","","42862","","","","",""
"2019-11-12","3380","","","","","","","","","","52463","","","","",""
"2019-11-13","3377","","","","","","","","","","46525","","","","",""
"2019-11-14","3467","","","","","","","","","","50126","","","","",""
"2019-11-15","3484","82.54","391.42","90.63","64","86.24","20410","323.1","58","236.86","46551","340.23","","269.56","82.63",""
"2019-11-18","3471","","","","","","","","","","46712","","","","",""
"2019-11-19","3501","","","","","","","","","","47535","","","","",""
"2019-11-20","3529","","","","","","","","","","45222","","","","",""
"2019-11-21","3496","","","","","","","","","","36940","","","","",""
"2019-11-22","3531","84.27","391.42","90.63","64","87.36","20410","329.84","58","242.48","41447","336.8","","262.6","80.69",""
"2019-11-25","3582","","","","","","","","","","47359","","","","",""
"2019-11-26","3533","","","","","","","","","","35883","","","","",""
"2019-11-27","3522","","","","","","","","","","35187","","","","",""
"2019-11-28","3555","","","","","","","","","","39137","","","","",""
"2019-11-29","3556","85.2","391.42","92.19","64","88.6","20410","333.5","59","244.9","36883","339.58","","256.52","76.59",""
"2019-12-02","3609","","","","","","","","","","42667","","","","",""
"2019-12-03","3578","","","","","","","","","","38357","","","","",""
"2019-12-04","3600","","","","","","","","","","38214","","","","",""
"2019-12-05","3619","","","","","","","","","","37603","","","","",""
"2019-12-06","3621","85.65","391.42","92.19","64","92.94","20410","335.25","59","242.31","35680","335.87","","255.9","80.18",""
"2019-12-09","3677","","","","","","","","","","42126","","","","",""
"2019-12-10","3685","","","","","","","","","","40920","","","","",""
"2019-12-11","3735","","","","","","","","","","38262","","","","",""
"2019-12-12","3784","","","","","","","","","","34984","","","","",""
"2019-12-13","3732","85.8","391.42","93.75","64","94.5","20410","335.85","60","241.35","33820","349.1","","242.65","78.8",""
"2019-12-16","3523","","","","","","","","","","35039","","","","",""
"2019-12-17","3540","","","","","","","","","","34314","","","","",""
"2019-12-18","3538","","","","","","","","","","35215","","","","",""
"2019-12-19","3544","","","","","","","","","","34706","","","","",""
"2019-12-20","3526","85.83","391.42","93.75","64","94.29","20410","335.96","60","241.67","35280","336.19","","242.42","78.4",""
"2019-12-23","3572","","","","","","","","","","39406","","","","",""
"2019-12-24","3553","","","","","","","","","","37899","","","","",""
"2019-12-25","3521","","","","","","","","","","32022","","","","",""
"2019-12-26","3557","","","","","","","","","","35292","","","","",""
"2019-12-27","3564","86","391.42","93.75","64","95.14","20410","336.62","60","241.48","35653","331.18","","247.86","84.89",""
"2019-12-30","3566","","","","","","","","","","36945","","","","",""
"2019-12-31","3592","","","","","","","","","","35905","","","","",""
"2020-01-02","3571","","","","","","","","","","34461","","","","",""
"2020-01-03","3560","83.9","391.42","90.63","64","95.49","20410","328.41","58","232.92","33174","325.12","","251.15","82.94",""
"2020-01-06","3579","","","","","","","","","","38190","","","","",""
"2020-01-07","3588","","","","","","","","","","34741","","","","",""
"2020-01-08","3643","","","","","","","","","","37699","","","","",""
"2020-01-09","3585","","","","","","","","","","30543","","","","",""
"2020-01-10","3600","82.51","391.42","89.06","64","97.67","20410","322.95","57","225.28","30212","315.6","","258.5","85.18",""
"2020-01-13","3564","","","","","","","","","","26386","","","","",""
"2020-01-14","3596","","","","","","","","","","23132","","","","",""
"2020-01-15","3575","","","","","","","","","","20835","","","","",""
"2020-01-16","3591","","","","","","","","","","17824","","","","",""
"2020-01-17","3635","85.96","391.42","89.06","64","98.13","20410","336.47","57","238.34","15269","322.6","","272.37","86",""
"2020-01-20","3634","","","","","","","","","","","","","","",""
"2020-01-21","3593","","","","","","","","","","","","","","",""
"2020-01-22","3569","","","","","","","","","","","","","","",""
"2020-01-23","3521","","","","","","","","","","","","","","",""
"2020-01-24","","87.5","391.42","92.19","64","99.25","20410","342.5","59","243.25","","316.32","","298.55","92.12",""
"2020-01-31","","87.15","391.42","92.19","64","99.02","20410","341.12","59","242.1","","272.3","","367.37","128.63",""
"2020-02-03","3246","","","","","","","","","","","","","","",""
"2020-02-04","3312","","","","","","","","","","","","","","",""
"2020-02-05","3309","","","","","","","","","","","","","","",""
"2020-02-06","3307","","","","","","","","","","","","","","",""
"2020-02-07","3320","86.59","391.42","92.19","64","95.35","20410","338.95","59","243.6","","295.54","","410.78","156.75",""
"2020-02-10","3311","","","","","","","","","","11613","","202","","",""
"2020-02-11","3378","","","","","","","","","","13457","","","","",""
"2020-02-12","3401","","","","","","","","","","11174","","","","",""
"2020-02-13","3396","","","","","","","","","","12005","","","","",""
"2020-02-14","3410","85.05","391.42","92.19","64","91.69","20410","332.89","59","241.2","12537","274.81","","468.86","179.72",""
"2020-02-17","3430","","","","","","","","","","13581","","","","",""
"2020-02-18","3414","","","","","","","","","","14946","","","","",""
"2020-02-19","3405","","","","","","","","","","14788","","","","",""
"2020-02-20","3455","","","","","","","","","","23106","","253","","",""
"2020-02-21","3484","83.8","391.42","87.5","64","92.15","20410","328.03","56","235.88","23341","269.91","","526.98","193.27",""
"2020-02-24","3490","","","","","","","","","","22098","","","","",""
"2020-02-25","3490","","","","","","","","","","25361","","","","",""
"2020-02-26","3461","","","","","","","","","","26155","","","","",""
"2020-02-27","3437","","","","","","","","","","27458","","","","",""
"2020-02-28","3377","82.04","391.42","89.06","64","91.73","20410","321.13","57","229.4","24634","291.31","","556.8","192.35",""
"2020-02-29","","","","","","","","","","","","","269","","",""
"2020-03-02","3469","","","","","","","","","","36270","","","","",""
"2020-03-03","3457","","","","","","","","","","30788","","","","",""
"2020-03-04","3491","","","","","","","","","","33057","","","","",""
"2020-03-05","3483","","","","","","","","","","37260","","","","",""
"2020-03-06","3461","80.84","391.42","89.06","64","91.5","20410","316.44","57","224.94","34183","297.11","","576.13","184.92",""
"2020-03-09","3466","","","","","","","","","","33773","","","","",""
"2020-03-10","3480","","","","","","","","","","41407","","279","","",""
"2020-03-11","3484","","","","","","","","","","43439","","","","",""
"2020-03-12","3503","","","","","","","","","","38498","","","","",""
"2020-03-13","3535","78.49","391.42","85.94","64","93.64","20410","307.24","55","213.6","41882","308.53","","574.84","161.86","552.61"
"2020-03-16","3506","","","","","","","","","","43433","","","","",""
"2020-03-17","3498","","","","","","","","","","38027","","","","",""
"2020-03-18","3466","","","","","","","","","","41399","","","","",""
"2020-03-19","3429","","","","","","","","","","36680","","","","",""
"2020-03-20","3368","77.29","391.42","84.38","64","95.34","20410","302.53","54","207.19","38442","315.87","270","561.5","156.62","541.57"
"2020-03-23","3257","","","","","","","","","","35345","","","","",""
"2020-03-24","3329","","","","","","","","","","40270","","","","",""
"2020-03-25","3314","","","","","","","","","","38082","","","","",""
"2020-03-26","3294","","","","","","","","","","37245","","","","",""
"2020-03-27","3306","76.05","391.42","87.5","64","91.99","20410","297.68","56","205.69","39111","308.93","","550.25","148.05","536.02"
"2020-03-30","3079","","","","","","","","","","36030","","","","",""
"2020-03-31","3071","","","","","","","","","","34701","","259","","",""
"2020-04-01","2999","","","","","","","","","","31114","","","","",""
"2020-04-02","3078","","","","","","","","","","43215","","","","",""
"2020-04-03","3035","75.74","391.42","85.94","64","91.85","20410","296.46","55","204.61","37628","308.77","","537.94","140.86","528.28"
"2020-04-07","3063","","","","","","","","","","41066","","","","",""
"2020-04-08","3103","","","","","","","","","","45483","","","","",""
"2020-04-09","3149","","","","","","","","","","46629","","","","",""
"2020-04-10","3209","79.21","391.42","89.06","64","95.29","20410","310.04","57","214.75","48354","331.37","251","516.61","132.47","513.8"
"2020-04-13","3220","","","","","","","","","","49017","","","","",""
"2020-04-14","3200","","","","","","","","","","41513","","","","",""
"2020-04-15","3196","","","","","","","","","","39523","","","","",""
"2020-04-16","3234","","","","","","","","","","43608","","","","",""
"2020-04-17","3235","79.04","391.42","85.94","64","94.66","20410","309.39","55","214.73","39082","332.38","","493.62","124.67","492.59"
"2020-04-20","3218","","","","","","","","","","41798","","252","","",""
"2020-04-21","3185","","","","","","","","","","39606","","","","",""
"2020-04-22","3211","","","","","","","","","","43669","","","","",""
"2020-04-23","3173","","","","","","","","","","42369","","","","",""
"2020-04-24","3187","79.82","391.42","85.94","64","95.18","20410","312.43","55","217.25","39715","336.4","","469.65","121.33","471.93"
"2020-04-26","","","","","","","","","","","36614","","","","",""
"2020-04-27","3171","","","","","","","","","","40239","","","","",""
"2020-04-28","3149","","","","","","","","","","39347","","","","",""
"2020-04-29","3159","","","","","","","","","","40927","","","","",""
"2020-04-30","3211","","","","","","","","","","44105","","238","","",""
"2020-05-01","","76.96","391.42","84.38","64","93.42","20410","301.24","54","207.82","","321.39","","449.5","116.78","446.29"
"2020-05-06","3248","","","","","","","","","","55311","","","","",""
"2020-05-07","3305","","","","","","","","","","52270","","","","",""
"2020-05-08","3327","75.07","391.42","85.94","64","83.55","20410","293.83","55","210.28","48782","302.05","","441.28","115.65","442.23"
"2020-05-09","","","","","","","","","","","41024","","","","",""
"2020-05-10","","","","","","","","","","","","","223","","",""
"2020-05-11","3329","","","","","","","","","","43646","","","","",""
"2020-05-12","3333","","","","","","","","","","45088","","","","",""
"2020-05-13","3337","","","","","","","","","","45077","","","","",""
"2020-05-14","3344","","","","","","","","","","47689","","","","",""
"2020-05-15","3365","78.56","391.42","87.5","64","84.87","20410","307.51","56","222.64","49801","326.05","","422.74","116.78","422.85"
"2020-05-18","3440","","","","","","","","","","51908","","","","",""
"2020-05-19","3469","","","","","","","","","","48704","","","","",""
"2020-05-20","3446","","","","","","","","","","45566","","201","","",""
"2020-05-21","3469","","","","","","","","","","45754","","","","",""
"2020-05-22","3415","78.74","391.42","84.38","64","83.4","20410","308.21","54","224.81","41818","325.21","","405.74","114.74","402.45"
"2020-05-25","3405","","","","","","","","","","42117","","","","",""
"2020-05-26","3407","","","","","","","","","","42515","","","","",""
"2020-05-27","3419","","","","","","","","","","45072","","","","",""
"2020-05-28","3447","","","","","","","","","","47863","","","","",""
"2020-05-29","3542","78.62","391.42","87.5","64","81.25","20410","307.75","56","226.5","53071","326.32","","387.17","104.79","387.6"
"2020-05-31","","","","","","","","","","","","","190","","",""
"2020-06-01","3549","","","","","","","","","","52690","","","","",""
"2020-06-02","3575","","","","","","","","","","50068","","","","",""
"2020-06-03","3525","","","","","","","","","","45438","","","","",""
"2020-06-04","3487","","","","","","","","","","44246","","","","",""
"2020-06-05","3515","79.96","391.42","87.5","64","83.55","20410","313","56","229.45","41966","331.14","","369.03","97.53","369.23"
"2020-06-08","3542","","","","","","","","","","48710","","","","",""
"2020-06-09","3545","","","","","","","","","","45067","","","","",""
"2020-06-10","3516","","","","","","","","","","43413","","176","","",""
"2020-06-11","3538","","","","","","","","","","41003","","","","",""
"2020-06-12","3583","81.65","391.42","87.5","64","89.15","20410","319.61","56","230.46","46651","330.23","","358.41","100.39","349.08"
"2020-06-15","3533","","","","","","","","","","42897","","","","",""
"2020-06-16","3565","","","","","","","","","","42253","","","","",""
"2020-06-17","3552","","","","","","","","","","41683","","","","",""
"2020-06-18","3620","","","","","","","","","","43461","","","","",""
"2020-06-19","3659","82.78","391.42","87.5","64","89.65","20410","324.02","56","234.37","45023","333.55","","348.88","100.27","334.79"
"2020-06-20","","","","","","","","","","","","","170","","",""
"2020-06-22","3631","","","","","","","","","","41917","","","","",""
"2020-06-23","3603","","","","","","","","","","41652","","","","",""
"2020-06-24","3604","","","","","","","","","","45345","","","","",""
"2020-06-26","","83.66","391.42","89.06","64","91.24","20410","327.46","57","236.22","","325.89","","350.45","102.76","330.1"
"2020-06-28","","","","","","","","","","","47506","","","","",""
"2020-06-29","3560","","","","","","","","","","43771","","","","",""
"2020-06-30","3578","","","","","","","","","","43752","","167","","",""
"2020-07-01","3567","","","","","","","","","","41289","","","","",""
"2020-07-02","3563","","","","","","","","","","45863","","","","",""
"2020-07-03","3606","83.81","391.42","87.5","64","91.7","20410","328.06","56","236.36","45625","322.23","","356.28","103.72","331.4"
"2020-07-06","3605","","","","","","","","","","49136","","","","",""
"2020-07-07","3629","","","","","","","","","","49275","","","","",""
"2020-07-08","3696","","","","","","","","","","49552","","","","",""
"2020-07-09","3718","","","","","","","","","","46221","","","","",""
"2020-07-10","3697","82.08","391.42","85.94","64","92.71","20410","321.28","55","228.57","42348","313.98","172","363.58","103.11","338.93"
"2020-07-13","3743","","","","","","","","","","49716","","","","",""
"2020-07-14","3756","","","","","","","","","","47118","","","","",""
"2020-07-15","3773","","","","","","","","","","43288","","","","",""
"2020-07-16","3735","","","","","","","","","","41019","","","","",""
"2020-07-17","3752","83.18","391.42","89.06","64","92.83","20410","325.57","57","232.74","40659","312.28","","376.87","107.79","344.58"
"2020-07-20","3737","","","","","","","","","","43111","","169","","",""
"2020-07-21","3787","","","","","","","","","","50297","","","","",""
"2020-07-22","3802","","","","","","","","","","51518","","","","",""
"2020-07-23","3840","","","","","","","","","","47191","","","","",""
"2020-07-24","3767","84.34","391.42","87.5","64","93.1","20410","330.12","56","237.02","41767","321.51","","385.48","113.22","345.31"
"2020-07-27","3747","","","","","","","","","","39698","","","","",""
"2020-07-28","3749","","","","","","","","","","41367","","","","",""
"2020-07-29","3788","","","","","","","","","","45208","","","","",""
"2020-07-30","3819","","","","","","","","","","44877","","","","",""
"2020-07-31","3848","83.41","391.42","90.63","64","93.56","20410","326.49","58","232.93","44523","323.91","175","388.06","111.78","345.84"
"2020-08-03","3911","","","","","","","","","","55818","","","","",""
"2020-08-04","3920","","","","","","","","","","47165","","","","",""
"2020-08-05","3911","","","","","","","","","","42006","","","","",""
"2020-08-06","3910","","","","","","","","","","45362","","","","",""
"2020-08-07","3904","85.5","391.42","90.63","64","94.42","20410","334.67","58","240.25","42744","330.01","","392.72","112.02","349.77"
"2020-08-10","3894","","","","","","","","","","41970","","177","","",""
"2020-08-11","3872","","","","","","","","","","42840","","","","",""
