date,close,预焙阳极：产量：中国（月）,废铝：回收量合计：中国（月）,废铝：社会库存：中国（月）,铝土矿：进口：港口库存：中国（周）,铝土矿：进口：压港量：中国港口（周）,铝土矿：进口：港口发运量：全球主要国家（周）,铝土矿：进口：海漂库存：全球主要国家（周）,国际铝业协会：氧化铝：产量：中国（月）,国际铝业协会：氧化铝：化学品级：产量：中国（月）,国际铝业协会：氧化铝：冶金级：产量：中国（月）,氧化铝：建成产能：中国（月）,氧化铝：运行产能：中国（月）,氧化铝：产量：中国（月）,氧化铝：港口库存：中国（周）,统计局：中国：工业产品：产量：电解铝（月）,国际铝业协会：原铝：产量：中国（月）,电解铝：建成产能：中国（月）,电解铝：运行产能：中国（月）,电解铝：产能利用率：中国（月）,电解铝：消费量：中国（月）,电解铝：供需平衡：中国（月）,电解铝：供应量：中国（月）,电解铝：铝水比例：中国（月）,电解铝：现货库存：中国（日）,电解铝：厂内库存：中国（周）,电解铝：出库量：中国（周）,SHFE：铝：期货库存（日）,SHFE：铝：期货库存：保税商品（日）,SHFE：铝：可用库容量（周）,铝板带箔：建成产能：中国（月）,铝板带箔：加权平均开工率：中国（月）,铝板带箔：产量：中国（月）,铝型材：产量：中国（月）,铝型材：加权平均开工率：中国（月）,铝杆线：开工率：中国（月）,铝杆线：运行产能：中国（月）,铝杆线：建成产能：中国（月）,铝杆：产量：中国（月）,铝棒：产量：中国（月）,铝棒：建成产能：中国（月）,铝棒：运行产能：中国（月）,铝棒：6063：厂内库存：中国（周）,原铝系铝合金锭：建成产能：中国（月）,再生铝合金锭：建成产能：中国（月）,原铝系铝合金锭：开工率：中国（月）,再生铝合金锭：开工率：中国（月）,原铝系铝合金锭：产量：中国（月）,再生铝合金锭：产量：中国（月）,电解铝：产量：中国（周）,电解铝：净进口数量：中国（月）,SHFE：铝：交割库库存（周）,SHFE：铝：可用库容量：保税商品（周）,铝棒：出库量（周）,铝棒：6063：现货库存：中国（日）
"2019-07-09","13745","","","","","","","","","","","","","","","","","","","","","","","","","","","155536","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","13815","","","","","","","","","","","","","","","","","","","","","","","","","","","156041","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-11","13805","","","","","","","","","","","","","","","","","","","","","","","","103.8","","","155741","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.3"
"2019-07-12","13770","","","","2721.4","","","","","","","","","","39.2","","","","","","","","","","","","15.4","155266","0","1173349","","","","","","","","","","","","","","","","","","","","","","419050","20000","4.8",""
"2019-07-15","13865","","","","","","","","","","","","","","","","","","","","","","","","104","","","154445","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.25"
"2019-07-16","13885","","","","","","","","","","","","","","","","","","","","","","","","","","","153769","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","13865","","","","","","","","","","","","","","","","","","","","","","","","","","","153220","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","13870","","","","","","","","","","","","","","","","","","","","","","","","104.2","","","153121","0","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"2019-07-19","13935","","","","2792.3","","","","","","","","","","45.8","","","","","","","","","","","","13.8","152544","0","1176670","","","","","","","","","","","","","","","","","","","","","","422022","20000","4.6",""
"2019-07-22","13860","","","","","","","","","","","","","","","","","","","","","","","","104.8","","","151441","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.6"
"2019-07-23","13750","","","","","","","","","","","","","","","","","","","","","","","","","","","148862","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","13790","","","","","","","","","","","","","","","","","","","","","","","","","","","148409","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","13890","","","","","","","","","","","","","","","","","","","","","","","","102.8","","","146788","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.35"
"2019-07-26","13875","","","","2787","","","","","","","","","","31.9","","","","","","","","","","","","14.5","145234","0","1184346","","","","","","","","","","","","","","","","","","","","","","396400","20000","4.6",""
"2019-07-29","13880","","","","","","","","","","","","","","","","","","","","","","","","101.7","","","147535","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.4"
"2019-07-30","13930","","","","","","","","","","","","","","","","","","","","","","","","","","","147134","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","13895","65.35","34130","5824","","","","","6160","310","5850","8190","6830","567","","298.4","3060","4985","3702","74.26","","","","70.4","","","","146462","0","","1600","63.2","49.68","49.53","53.67","57.9","413.4","620.7","","105.8","2671","1286.5","","28.4","69.59","45.25","51","10.72","35.8","","","","","",""
"2019-08-01","13855","","","","","","","","","","","","","","","","","","","","","","","","101.6","","","145168","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.4"
"2019-08-02","13795","","","","2857.7","","","","","","","","","","41.1","","","","","","","","","","","","13.1","143413","0","1155575","","","","","","","","","","","","","","","","","","","","","","403660","10000","4.83",""
"2019-08-05","13880","","","","","","","","","","","","","","","","","","","","","","","","101.2","","","141811","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.7"
"2019-08-06","13865","","","","","","","","","","","","","","","","","","","","","","","","","","","141414","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","13805","","","","","","","","","","","","","","","","","","","","","","","","","","","140616","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","13885","","","","","","","","","","","","","","","","","","","","","","","","101.7","","","140415","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.35"
"2019-08-09","13910","","","","2888.8","","","","","","","","","","40","","","","","","","","","","","","13.5","139313","0","1161283","","","","","","","","","","","","","","","","","","","","","","391467","10000","4.1",""
"2019-08-12","14185","","","","","","","","","","","","","","","","","","","","","","","","101.5","","","137417","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.3"
"2019-08-13","14200","","","","","","","","","","","","","","","","","","","","","","","","","","","137305","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-14","14175","","","","","","","","","","","","","","","","","","","","","","","","","","","136655","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-15","14200","","","","","","","","","","","","","","","","","","","","","","","","103.2","","","149478","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.05"
"2019-08-16","14170","","","","2862.7","","","","","","","","","","38.8","","","","","","","","","","","","12.7","148676","0","1150308","","","","","","","","","","","","","","","","","","","","","","387663","10000","4.08",""
"2019-08-19","14395","","","","","","","","","","","","","","","","","","","","","","","","102.2","","","147097","0","","","","","","","","","","","","","","","","","","","","","","","","","","9"
"2019-08-20","14335","","","","","","","","","","","","","","","","","","","","","","","","","","","149408","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-21","14335","","","","","","","","","","","","","","","","","","","","","","","","","","","148422","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-22","14340","","","","","","","","","","","","","","","","","","","","","","","","102.2","","","147548","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.1"
"2019-08-23","14285","","","","2907.2","","","","","","","","","","38.2","","","","","","","","","","","","13.9","146701","0","1152216","","","","","","","","","","","","","","","","","","","","","","379007","10000","4.2",""
"2019-08-26","14215","","","","","","","","","","","","","","","","","","","","","","","","100.3","","","145651","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.3"
"2019-08-27","14250","","","","","","","","","","","","","","","","","","","","","","","","","","","144401","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-28","14290","","","","","","","","","","","","","","","","","","","","","","","","","","","143574","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-29","14225","","","","","","","","","","","","","","","","","","","","","","","","99.4","","","142975","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.25"
"2019-08-30","14260","","","","2893.3","","","","","","","","","","38.8","","","","","","","","","","","","14.9","142020","0","1156373","","","","","","","","","","","","","","","","","","","","","","361977","10000","4.25",""
"2019-08-31","","64.9","31513","4862","","","","","5919","296","5623","8190","6865","571","","297.3","2974","4997.5","3601","72.06","","","","70.9","","","","","","","1600","61.55","49.24","49.05","53.14","60.24","417.8","619.7","","101.39","2705","1233.5","","28.4","70.39","44.62","50","10.56","35.01","","","","","",""
"2019-09-02","14355","","","","","","","","","","","","","","","","","","","","","","","","97.5","","","140894","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.65"
"2019-09-03","14310","","","","","","","","","","","","","","","","","","","","","","","","","","","139321","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-04","14355","","","","","","","","","","","","","","","","","","","","","","","","","","","138294","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-05","14330","","","","","","","","","","","","","","","","","","","","","","","","96.3","","","137715","0","","","","","","","","","","","","","","","","","","","","","","","","","","10.4"
"2019-09-06","14395","","","","2914","","","","","","","","","","38.4","","","","","","","","","","","","15.4","136988","0","1161481","","","","","","","","","","","","","","","","","","","","","","352399","10000","4.1",""
"2019-09-09","14420","","","","","","","","","","","","","","","","","","","","","","","","95.3","","","135715","0","","","","","","","","","","","","","","","","","","","","","","","","","","10.45"
"2019-09-10","14355","","","","","","","","","","","","","","","","","","","","","","","","","","","134689","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-11","14415","","","","","","","","","","","","","","","","","","","","","","","","","","","133364","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-12","14425","","","","","","","","","","","","","","","","","","","","","","","","93.9","","","135164","0","","","","","","","","","","","","","","","","","","","","","","","","","","10.75"
"2019-09-13","","","","","2895.2","","","","","","","","","","37.6","","","","","","","","","","","","14.8","","","1165485","","","","","","","","","","","","","","","","","","","","","","342811","10000","4.4",""
"2019-09-16","14280","","","","","","","","","","","","","","","","","","","","","","","","93.6","","","139938","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.25"
"2019-09-17","14240","","","","","","","","","","","","","","","","","","","","","","","","","","","139661","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-18","14215","","","","","","","","","","","","","","","","","","","","","","","","","","","139176","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-19","14135","","","","","","","","","","","","","","","","","","","","","","","","92.8","","","133080","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.6"
"2019-09-20","14225","","","","2949.5","","","","","","","","","","39.5","","","","","","","","","","","","16.7","113128","0","1187597","","","","","","","","","","","","","","","","","","","","","","338046","10000","4.8",""
"2019-09-23","14215","","","","","","","","","","","","","","","","","","","","","","","","91.8","","","108590","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.55"
"2019-09-24","14155","","","","","","","","","","","","","","","","","","","","","","","","","","","106038","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-25","14110","","","","","","","","","","","","","","","","","","","","","","","","","","","105185","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-26","14040","","","","","","","","","","","","","","","","","","","","","","","","89.9","","","104455","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.25"
"2019-09-27","13975","","","","2865","","","","","","","","","","41.2","","","","","","","","","","","","21.8","102961","0","1198363","","","","","","","","","","","","","","","","","","","","","","318988","10000","5.4",""
"2019-09-30","14015","63.9","42462","5635","","","","","5880","294","5586","8190","6980","574","","290","2917","4997.5","3607","72.18","","","","71.9","85.9","","","101369","0","","1600","65.2","52.16","50.56","54.77","58.4","412","619.7","","104.33","2715","1272","","28.4","70.59","47.14","55","11.2","38.93","","","","","","10.9"
"2019-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63",""
"2019-10-08","13960","","","","","","","","","","","","","","","","","","","","","","","","92.6","","","98826","0","","","","","","","","","","","","","","","","","","","","","","","","","","13.9"
"2019-10-09","13925","","","","","","","","","","","","","","","","","","","","","","","","","","","96280","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-10","13920","","","","","","","","","","","","","","","","","","","","","","","","94.8","","","95050","0","","","","","","","","","","","","","","","","","","","","","","","","","","14.05"
"2019-10-11","13790","","","","2727.5","","","","","","","","","","53.5","","","","","","","","","","","","13.6","94801","0","1204068","","","","","","","","","","","","","","","","","","","","","","319873","10000","4.96",""
"2019-10-14","13755","","","","","","","","","","","","","","","","","","","","","","","","91.5","","","97692","0","","","","","","","","","","","","","","","","","","","","","","","","","","13.7"
"2019-10-15","13790","","","","","","","","","","","","","","","","","","","","","","","","","","","95508","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-16","13835","","","","","","","","","","","","","","","","","","","","","","","","","","","98686","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-17","13835","","","","","","","","","","","","","","","","","","","","","","","","88.7","","","97186","0","","","","","","","","","","","","","","","","","","","","","","","","","","13.1"
"2019-10-18","13850","","","","2676.7","","","","","","","","","","50.7","","","","","","","","","","","","16.9","82757","0","1215774","","","","","","","","","","","","","","","","","","","","","","316466","10000","5.25",""
"2019-10-21","13760","","","","","","","","","","","","","","","","","","","","","","","","87.2","","","76005","0","","","","","","","","","","","","","","","","","","","","","","","","","","12.7"
"2019-10-22","13795","","","","","","","","","","","","","","","","","","","","","","","","","","","74450","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-23","13790","","","","","","","","","","","","","","","","","","","","","","","","","","","72189","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-24","13825","","","","","","","","","","","","","","","","","","","","","","","","84.8","","","70591","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.9"
"2019-10-25","13805","","","","2656","","","","","","","","","","51","","","","","","","","","","","","16.3","69716","0","1229198","","","","","","","","","","","","","","","","","","","","","","294837","10000","5.38",""
"2019-10-28","13825","","","","","","","","","","","","","","","","","","","","","","","","83.9","","","68919","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.9"
"2019-10-29","13785","","","","","","","","","","","","","","","","","","","","","","","","","","","68344","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-30","13845","","","","","","","","","","","","","","","","","","","","","","","","","","","67344","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-31","13840","64.4","42388","5419","","","","","5967","298","5669","8190","6905","574.5","","288.2","2976","4997.5","3588","71.8","","","","73.4","84.5","","","67042","0","","1600","65.8","52.64","51.47","55.75","58.6","415.4","619.7","","111.85","2730","1355","","28.4","71.69","47.23","58","11.32","41.3","","","","","","11.5"
"2019-11-01","13875","","","","2593","","","","","","","","","","46.9","","","","","","","","","","","","14.8","66196","0","1231388","","","","","","","","","","","","","","","","","","","","","","278736","10000","4.72",""
"2019-11-04","13945","","","","","","","","","","","","","","","","","","","","","","","","82.9","","","65721","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.25"
"2019-11-05","13965","","","","","","","","","","","","","","","","","","","","","","","","","","","63650","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-06","13955","","","","","","","","","","","","","","","","","","","","","","","","","","","62289","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-07","13980","","","","","","","","","","","","","","","","","","","","","","","","82.6","","","61335","0","","","","","","","","","","","","","","","","","","","","","","","","","","11.2"
"2019-11-08","14030","","","","2571","","","","","","","","","","49.3","","","","","","","","","","","","16.3","60754","0","1236893","","","","","","","","","","","","","","","","","","","","","","276659","10000","5.1",""
"2019-11-11","13895","","","","","","","","","","","","","","","","","","","","","","","","83.2","","","59680","0","","","","","","","","","","","","","","","","","","","","","","","","","","10.75"
"2019-11-12","13815","","","","","","","","","","","","","","","","","","","","","","","","","","","61735","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-13","13805","","","","","","","","","","","","","","","","","","","","","","","","","","","66571","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-14","13805","","","","","","","","","","","","","","","","","","","","","","","","81.8","","","78040","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.75"
"2019-11-15","13825","","","","2503.2","","","","","","","","","","49.3","","","","","","","","","","","","18.3","92190","0","1205411","","","","","","","","","","","","","","","","","","","","","","281635","10000","5.35",""
"2019-11-18","13795","","","","","","","","","","","","","","","","","","","","","","","","80.5","","","92190","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.3"
"2019-11-19","13740","","","","","","","","","","","","","","","","","","","","","","","","","","","92139","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-20","13780","","","","","","","","","","","","","","","","","","","","","","","","","","","92089","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-21","13865","","","","","","","","","","","","","","","","","","","","","","","","77.5","","","84840","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.85"
"2019-11-22","13855","","","","2465","","","","","","","","","","50.7","","","","","","","","","","","","17.8","78033","0","1220532","","","","","","","","","","","","","","","","","","","","","","270787","10000","4.87",""
"2019-11-25","13805","","","","","","","","","","","","","","","","","","","","","","","","75.4","","","73290","0","","","","","","","","","","","","","","","","","","","","","","","","","","8.15"
"2019-11-26","13755","","","","","","","","","","","","","","","","","","","","","","","","","","","73566","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-27","13735","","","","","","","","","","","","","","","","","","","","","","","","","","","72519","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-28","13810","","","","","","","","","","","","","","","","","","","","","","","","72","","","70058","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.7"
"2019-11-29","13885","","","","2436.7","","","","","","","","","","52","","","","","","","","","","","","17.2","67033","0","1231165","","","","","","","","","","","","","","","","","","","","","","245824","10000","5.07",""
"2019-11-30","","64.2","36796","5105","","","","","5672","284","5388","8190","6740","553.5","","289.8","2948","5012.5","3605","71.92","","","","73.5","","","","","","","1600","65.8","52.65","53.94","58.41","58.8","421.6","623.9","","108.9","2743","1315.5","","28.4","71.29","48.44","60","11.56","42.6","","","","","",""
"2019-12-02","13950","","","","","","","","","","","","","","","","","","","","","","","","68.6","","","62146","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.05"
"2019-12-03","13945","","","","","","","","","","","","","","","","","","","","","","","","","","","61742","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-04","13970","","","","","","","","","","","","","","","","","","","","","","","","","","","61242","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-05","13930","","","","","","","","","","","","","","","","","","","","","","","","67.4","","","61143","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.55"
"2019-12-06","13840","","","","2218","","","","","","","","","","53.1","","","","","","","","","","","","16.1","59947","0","1238227","","","","","","","","","","","","","","","","","","","","","","233896","10000","5.08",""
"2019-12-09","13935","","","","","","","","","","","","","","","","","","","","","","","","64.3","","","58946","0","","","","","","","","","","","","","","","","","","","","","","","","","","6.45"
"2019-12-10","13990","","","","","","","","","","","","","","","","","","","","","","","","","","","55843","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-11","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","53922","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-12","13955","","","","","","","","","","","","","","","","","","","","","","","","63.2","","","52569","0","","","","","","","","","","","","","","","","","","","","","","","","","","5.65"
"2019-12-13","13945","","","","2391.8","","","","","","","","","","57.2","","","","","","","","","","","","17.2","50660","0","1247849","","","","","","","","","","","","","","","","","","","","","","218367","10000","4.66",""
"2019-12-16","13915","","","","","","","","","","","","","","","","","","","","","","","","60.2","","","54053","0","","","","","","","","","","","","","","","","","","","","","","","","","","5.25"
"2019-12-17","14015","","","","","","","","","","","","","","","","","","","","","","","","","","","52755","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-18","14100","","","","","","","","","","","","","","","","","","","","","","","","","","","52226","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-19","14200","","","","","","","","","","","","","","","","","","","","","","","","59","","","50876","0","","","","","","","","","","","","","","","","","","","","","","","","","","5.45"
"2019-12-20","14175","","","","2492.4","","","","","","","","","","68.8","","","","","","","","","","","","14.7","48707","0","1249636","","","","","","","","","","","","","","","","","","","","","","193820","10000","4.15",""
"2019-12-23","14185","","","","","","","","","","","","","","","","","","","","","","","","58.1","","","46191","0","","","","","","","","","","","","","","","","","","","","","","","","","","5.6"
"2019-12-24","14235","","","","","","","","","","","","","","","","","","","","","","","","","","","44195","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-25","14235","","","","","","","","","","","","","","","","","","","","","","","","","","","43472","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-26","14055","","","","","","","","","","","","","","","","","","","","","","","","57.7","","","43070","0","","","","","","","","","","","","","","","","","","","","","","","","","","5.15"
"2019-12-27","14075","","","","2567.6","","","","","","","","","","76.3","","","","","","","","","","","","12.3","41553","0","1256024","","","","","","","","","","","","","","","","","","","","","","185127","10000","4.85",""
"2019-12-30","14090","","","","","","","","","","","","","","","","","","","","","","","","58.2","","","38827","0","","","","","","","","","","","","","","","","","","","","","","","","","","4.8"
"2019-12-31","14110","64.6","43105","9084","","","","","5918","296","5622","8540","6865","572.5","","303.6","3044","5010","3626.5","72.39","","","","73.8","","","","38427","0","","1600","58.7","46.96","53.19","57.33","52.4","390","631.1","","107.35","2743","1300","","28.4","72.39","52.78","58","12.63","42","","","","","",""
"2020-01-02","14090","","","","","","","","","","","","","","","","","","","","","","","","58.7","","","39550","0","","","","","","","","","","","","","","","","","","","","","","","","","","5.85"
"2020-01-03","14085","","","","2607.6","","","","","","","","","","76.8","","","","","","","","","","","","11.8","40350","0","1256099","","","","","","","","","","","","","","","","","","","","","","188027","10000","3.9",""
"2020-01-06","14105","","","","","","","","","","","","","","","","","","","","","","","","59.2","","","40523","0","","","","","","","","","","","","","","","","","","","","","","","","","","6.4"
"2020-01-07","14070","","","","","","","","","","","","","","","","","","","","","","","","","","","42265","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-08","14155","","","","","","","","","","","","","","","","","","","","","","","","","","","41990","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-09","14080","","","","","","","","","","","","","","","","","","","","","","","","59.2","","","42839","0","","","","","","","","","","","","","","","","","","","","","","","","","","6.4"
"2020-01-10","14165","","","","2668","","","","","","","","","","66.7","","","","","","","","","","","","14.9","46165","0","1249960","","","","","","","","","","","","","","","","","","","","","","193899","10000","3.2",""
"2020-01-13","13960","","","","","","","","","","","","","","","","","","","","","","","","60.2","","","49140","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.2"
"2020-01-14","13930","","","","","","","","","","","","","","","","","","","","","","","","","","","62268","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-15","13970","","","","","","","","","","","","","","","","","","","","","","","","","","","89428","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-16","14300","","","","","","","","","","","","","","","","","","","","","","","","62.5","","","92400","0","","","","","","","","","","","","","","","","","","","","","","","","","","7.65"
"2020-01-17","14280","","","","2655.7","","","","","","","","","","71.8","","","","","","","","","","","","10.6","91951","0","1203025","","","","","","","","","","","","","","","","","","","","","","220087","10000","2.5",""
"2020-01-20","14210","","","","","","","","","","","","","","","","","","","","","","","","65.5","","","90876","0","","","","","","","","","","","","","","","","","","","","","","","","","","9.75"
"2020-01-21","14120","","","","","","","","","","","","","","","","","","","","","","","","","","","76277","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-22","14165","","","","","","","","","","","","","","","","","","","","","","","","","","","75550","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-23","14100","","","","","","","","","","","","","","","","","","","","","","","","68.4","","","76652","0","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"2020-01-24","","","","","","","","","","","","","","","80.3","","","","","","","","","","","","","","","1218772","","","","","","","","","","","","","","","","","","","","","","230897","10000","",""
"2020-01-31","","62.8","35018","12905","3044","","","","5970","298","5672","8540","6845","567.6","88.2","","3087","4961","3650.5","73.58","","","","61","","","7.7","","","","1613","51.43","41.14","31.64","30.73","44","372.4","634.7","23.14","81.65","2743","995","","28.4","73.37","42.12","41","12.63","29.82","","","","","0",""
"2020-02-03","13605","","","","","","","","","","","","","","","","","","","","","","","","85.3","","","77750","0","","","","","","","","","","","","","","","","","","","","","","","","","","14.9"
"2020-02-04","13605","","","","","","","","","","","","","","","","","","","","","","","","","","","82288","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-05","13625","","","","","","","","","","","","","","","","","","","","","","","","","","","87354","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-06","13670","","","","","","","","","","","","","","","","","","","","","","","","95.9","","","98442","0","","","","","","","","","","","","","","","","","","","","","","","","","","16.25"
"2020-02-07","13725","","","","3007","","","","","","","","","","87.3","","","","","","","","","","","40.3","2.1","102525","0","1192899","","","","","","","","","","","","","","","","","","","","","","302715","10000","0",""
"2020-02-10","13745","","","","","","","","","","","","","","","","","","","","","","","","105.1","","","112846","0","","","","","","","","","","","","","","","","","","","","","","","","","","17.05"
"2020-02-11","13755","","","","","","","","","","","","","","","","","","","","","","","","","","","119776","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-12","13745","","","","","","","","","","","","","","","","","","","","","","","","","","","136462","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-13","13705","","","","","","","","","","","","","","","","","","","","","","","","111.1","","","143066","0","","","","","","","","","","","","","","","","","","","","","","","","","","18.9"
"2020-02-14","13690","","","","3044","","","","","","","","","","84.5","","","","","","","","","","","57.1","3.5","167722","0","1113397","","","","","","","","","","","","","","","","","","","","","","338848","10000","0.1",""
"2020-02-17","13690","","","","","","","","","","","","","","","","","","","","","","","","118.2","","","197105","0","","","","","","","","","","","","","","","","","","","","","","","","","","21.05"
"2020-02-18","13725","","","","","","","","","","","","","","","","","","","","","","","","","","","200569","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-19","13710","","","","","","","","","","","","","","","","","","","","","","","","","","","200619","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-20","13670","","","","","","","","","","","","","","","","","","","","","","","","125.4","","","186705","0","","","","","","","","","","","","","","","","","","","","","","","","","","22.25"
"2020-02-21","13580","","","","2981","","","","","","","","","","79","","","","","","","","","","","61.4","8.6","193102","0","1083849","","","","","","","","","","","","","","","","","","","","","","409635","10000","1.75",""
"2020-02-24","13530","","","","","","","","","","","","","","","","","","","","","","","","133.9","","","196578","0","","","","","","","","","","","","","","","","","","","","","","","","","","24.2"
"2020-02-25","13535","","","","","","","","","","","","","","","","","","","","","","","","","","","201798","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-26","13490","","","","","","","","","","","","","","","","","","","","","","","","","","","204775","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-27","13430","","","","","","","","","","","","","","","","","","","","","","","","140.9","","","207431","0","","","","","","","","","","","","","","","","","","","","","","","","","","24.7"
"2020-02-28","13110","","","","2879","","","","","","","","","","72.8","","","","","","","","","","","59.5","11.7","209400","0","1066102","","","","","","","","","","","","","","","","","","","","","","439087","10000","3.79",""
"2020-02-29","","62.5","0","18110","","","","","5430","271","5159","8540","6370","521","","","2900","4961","3665.5","73.89","","","","50","","","","","","","1613","38.07","30.4","17.17","13.23","35.8","324.8","634.7","18.94","72.55","2743","873","","28.4","74.62","3.82","12","0","8.8","","","","","",""
"2020-03-02","13255","","","","","","","","","","","","","","","","","","","","","","","","145.2","","","216937","0","","","","","","","","","","","","","","","","","","","","","","","","","","25.8"
"2020-03-03","13280","","","","","","","","","","","","","","","","","","","","","","","","","","","219707","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
