date,close,棉花：开工率：中国（周）,新疆棉：轧花厂：加工量（日）,USDA：棉花：产量预测值：全球（月）,USDA：棉花：供给量预测值：全球（月）,USDA：棉花：国内需求消耗量预测值：全球（月）,USDA：棉花：产量预测值：中国（月）,USDA：棉花：出口数量预测值：中国（月）,USDA：棉花：国内需求消耗量预测值：中国（月）,USDA：棉花：进口数量预测值：中国（月）,USDA：棉花：期初库存预测：中国（月）,USDA：棉花：期末库存预测：中国（月）,USDA：棉花：损失量预测值：中国（月）,棉花：库存：中国主要港口（周）,棉花：港口库存（周）,棉花：商业库存：中国（周）,棉花：库存：新疆（周）,棉花：库存：中国内地（周）,棉花：纺织企业：工业库存：中国（月）,棉花：工业：库存：中国（月）,纺纱厂：棉花：折存天数（周）
"2019-05-31","13495","","","125.45","201.92","125.93","27.75","0.13","41.5","11","33.62","30.74","0","","33.61","","","","74.2","75.1","30"
"2019-06-03","12965","","","","","","","","","","","","","","","","","","","",""
"2019-06-04","13175","","","","","","","","","","","","","","","","","","","",""
"2019-06-05","13145","","","","","","","","","","","","","","","","","","","",""
"2019-06-06","12935","","","","","","","","","","","","","","","","","","","",""
"2019-06-07","","","","","","","","","","","","","","44.6","35.38","344.32","221.71","78.01","","","29.7"
"2019-06-10","13025","","","","","","","","","","","","","","","","","","","",""
"2019-06-11","13260","","","","","","","","","","","","","","","","","","","",""
"2019-06-12","13415","","","","","","","","","","","","","","","","","","","",""
"2019-06-13","13455","","","","","","","","","","","","","","","","","","","",""
"2019-06-14","13425","","","","","","","","","","","","","43.87","36.56","335.78","215.95","75.96","","","29"
"2019-06-17","13445","","","","","","","","","","","","","","","","","","","",""
"2019-06-18","13380","","","","","","","","","","","","","","","","","","","",""
"2019-06-19","13815","","","","","","","","","","","","","","","","","","","",""
"2019-06-20","13880","","","","","","","","","","","","","","","","","","","",""
"2019-06-21","13630","","","","","","","","","","","","","43.86","38.33","329.2","212.09","73.25","","","29.6"
"2019-06-24","13575","","","","","","","","","","","","","","","","","","","",""
"2019-06-25","13645","","","","","","","","","","","","","","","","","","","",""
"2019-06-26","13805","","","","","","","","","","","","","","","","","","","",""
"2019-06-27","13765","","","","","","","","","","","","","","","","","","","",""
"2019-06-28","13740","","","","","","","","","","","","","44.12","37.86","313.01","198.62","70.27","","","29.8"
"2019-06-30","","","","125.32","202.85","125.27","27.75","0.13","41","10.5","34.37","31.49","0","","","","","","67.8","68.8",""
"2019-07-01","14095","","","","","","","","","","","","","","","","","","","",""
"2019-07-02","13970","","","","","","","","","","","","","","","","","","","",""
"2019-07-03","13775","","","","","","","","","","","","","","","","","","","",""
"2019-07-04","13740","","","","","","","","","","","","","","","","","","","",""
"2019-07-05","13890","","","","","","","","","","","","","44.3","40.11","301.48","188.03","69.15","","","30"
"2019-07-08","13710","","","","","","","","","","","","","","","","","","","",""
"2019-07-09","13230","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","13125","","","","","","","","","","","","","","","","","","","",""
"2019-07-11","13130","","","","","","","","","","","","","","","","","","","",""
"2019-07-12","13100","","","","","","","","","","","","","44.35","43.63","287.35","176.51","66.49","","","30.4"
"2019-07-15","13080","","","","","","","","","","","","","","","","","","","",""
"2019-07-16","13075","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","13060","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","13030","","","","","","","","","","","","","","","","","","","",""
"2019-07-19","12970","","","","","","","","","","","","","46.69","46.87","280.31","170.13","63.49","","","30.5"
"2019-07-22","13230","","","","","","","","","","","","","","","","","","","",""
"2019-07-23","13080","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","13255","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","13255","","","","","","","","","","","","","","","","","","","",""
"2019-07-26","13380","","","","","","","","","","","","","46.78","47.76","281.21","167.1","67.33","","","30.6"
"2019-07-29","13100","","","","","","","","","","","","","","","","","","","",""
"2019-07-30","13150","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","13105","","","125.79","205.06","124.27","27.75","0.13","40.5","10.5","35.37","32.99","0","","","","","","69.6","70.3",""
"2019-08-01","13045","","","","","","","","","","","","","","","","","","","",""
"2019-08-02","12670","","","","","","","","","","","","","46.5","50.11","271.52","158.61","66.41","","","31.1"
"2019-08-05","12225","","","","","","","","","","","","","","","","","","","",""
"2019-08-06","12240","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","12210","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","12230","","","","","","","","","","","","","","","","","","","",""
"2019-08-09","12175","","","","","","","","","","","","","46.1","51.88","264.92","151.65","67.17","","","30.6"
"2019-08-12","12785","","","","","","","","","","","","","","","","","","","",""
"2019-08-13","12725","","","","","","","","","","","","","","","","","","","",""
"2019-08-14","12920","","","","","","","","","","","","","","","","","","","",""
"2019-08-15","12830","","","","","","","","","","","","","","","","","","","",""
"2019-08-16","12840","","","","","","","","","","","","","48.04","53.65","264.71","148.85","67.82","","","29.8"
"2019-08-19","12860","","","","","","","","","","","","","","","","","","","",""
"2019-08-20","12840","","","","","","","","","","","","","","","","","","","",""
"2019-08-21","12685","","","","","","","","","","","","","","","","","","","",""
"2019-08-22","12850","","","","","","","","","","","","","","","","","","","",""
"2019-08-23","12730","","","","","","","","","","","","","48.62","56","254.46","138.98","66.86","","","28"
"2019-08-26","12265","","","","","","","","","","","","","","","","","","","",""
"2019-08-27","12365","","","","","","","","","","","","","","","","","","","",""
"2019-08-28","12500","","","","","","","","","","","","","","","","","","","",""
"2019-08-29","12415","","","","","","","","","","","","","","","","","","","",""
"2019-08-30","12520","","","","","","","","","","","","","48.03","57.18","243.42","130.23","65.16","","","28.2"
"2019-08-31","","","","125.61","205.88","123.07","27.75","0.13","40","10.5","35.59","33.71","0","","","","","","67.7","68.7",""
"2019-09-02","12435","","","","","","","","","","","","","","","","","","","",""
"2019-09-03","12520","","","","","","","","","","","","","","","","","","","",""
"2019-09-04","12610","","","","","","","","","","","","","","","","","","","",""
"2019-09-05","12670","","","","","","","","","","","","","","","","","","","",""
"2019-09-06","12925","8.6","","","","","","","","","","","","46.44","56.9","227.42","117.69","63.29","","","28.3"
"2019-09-09","12890","","","","","","","","","","","","","","","","","","","",""
"2019-09-10","12940","","","","","","","","","","","","","","","","","","","",""
"2019-09-11","12975","","","","","","","","","","","","","","","","","","","",""
"2019-09-12","12970","","","","","","","","","","","","","","","","","","","",""
"2019-09-13","","8.6","","","","","","","","","","","","45.69","55.45","221.98","113.61","62.68","","","30"
"2019-09-16","13070","","31.1","","","","","","","","","","","","","","","","","",""
"2019-09-17","13070","","192.68","","","","","","","","","","","","","","","","","",""
"2019-09-18","12915","","449.89","","","","","","","","","","","","","","","","","",""
"2019-09-19","12890","","349.48","","","","","","","","","","","","","","","","","",""
"2019-09-20","12950","9.2","546.51","","","","","","","","","","","42.5","52.24","210.76","107.24","61.02","","","29.4"
"2019-09-21","","","640.3","","","","","","","","","","","","","","","","","",""
"2019-09-22","","","1063.55","","","","","","","","","","","","","","","","","",""
"2019-09-23","12850","","3083.78","","","","","","","","","","","","","","","","","",""
"2019-09-24","12615","","3640.93","","","","","","","","","","","","","","","","","",""
"2019-09-25","12580","","3884.26","","","","","","","","","","","","","","","","","",""
"2019-09-26","12455","","4319.13","","","","","","","","","","","","","","","","","",""
"2019-09-27","12135","12.03","5819.38","","","","","","","","","","","39.7","51.37","193.99","94.86","59.43","","","30.2"
"2019-09-28","","","7564.09","","","","","","","","","","","","","","","","","",""
"2019-09-29","","","9152.29","","","","","","","","","","","","","","","","","",""
"2019-09-30","12015","","10268.86","124.9","205.7","121.74","27.75","0.13","39.5","10","35.67","33.8","0","","","","","","70","70.4",""
"2019-10-01","","","9662.23","","","","","","","","","","","","","","","","","",""
"2019-10-02","","","12238.85","","","","","","","","","","","","","","","","","",""
"2019-10-03","","","17266.56","","","","","","","","","","","","","","","","","",""
"2019-10-04","","16.03","19269.07","","","","","","","","","","","","50.21","","","","","","30.2"
"2019-10-05","","","24663.05","","","","","","","","","","","","","","","","","",""
"2019-10-06","","","29008.2","","","","","","","","","","","","","","","","","",""
"2019-10-07","","","31533.17","","","","","","","","","","","","","","","","","",""
"2019-10-08","12175","","38447.4","","","","","","","","","","","","","","","","","",""
"2019-10-09","12320","","41237.33","","","","","","","","","","","","","","","","","",""
"2019-10-10","12375","","43301.05","","","","","","","","","","","","","","","","","",""
"2019-10-11","12380","30.53","45020.33","","","","","","","","","","","40.07","47.88","200.96","102.05","58.84","","","29.5"
"2019-10-12","","","46943.79","","","","","","","","","","","","","","","","","",""
"2019-10-13","","","49953.67","","","","","","","","","","","","","","","","","",""
"2019-10-14","12745","","50714.27","","","","","","","","","","","","","","","","","",""
"2019-10-15","12565","","52502.96","","","","","","","","","","","","","","","","","",""
"2019-10-16","12585","","54630.15","","","","","","","","","","","","","","","","","",""
"2019-10-17","12665","","57436.83","","","","","","","","","","","","","","","","","",""
"2019-10-18","12685","54.96","52692.33","","","","","","","","","","","39.9","46.72","215.91","120.05","55.96","","","29.9"
"2019-10-19","","","56025.94","","","","","","","","","","","","","","","","","",""
"2019-10-20","","","58880.43","","","","","","","","","","","","","","","","","",""
"2019-10-21","12660","","58836.99","","","","","","","","","","","","","","","","","",""
"2019-10-22","12735","","57892.67","","","","","","","","","","","","","","","","","",""
"2019-10-23","12745","","59310.11","","","","","","","","","","","","","","","","","",""
"2019-10-24","12730","","59710.91","","","","","","","","","","","","","","","","","",""
"2019-10-25","12775","77.86","60384.75","","","","","","","","","","","38.4","44.39","232.46","140.09","53.97","","","30"
"2019-10-26","","","63105.82","","","","","","","","","","","","","","","","","",""
"2019-10-27","","","62194.13","","","","","","","","","","","","","","","","","",""
"2019-10-28","12715","","64693.55","","","","","","","","","","","","","","","","","",""
"2019-10-29","13025","","64198.38","","","","","","","","","","","","","","","","","",""
"2019-10-30","13050","","66069.95","","","","","","","","","","","","","","","","","",""
"2019-10-31","13170","","65049.56","124.77","205.5","121.61","27.75","0.18","39.5","9.5","35.67","33.25","0","","","","","","71","71",""
"2019-11-01","13085","85.5","66687.77","","","","","","","","","","","36.51","42.06","268.35","181.04","50.8","","","30.4"
"2019-11-02","","","68187.02","","","","","","","","","","","","","","","","","",""
"2019-11-03","","","63660.58","","","","","","","","","","","","","","","","","",""
"2019-11-04","12980","","68579.93","","","","","","","","","","","","","","","","","",""
"2019-11-05","13115","","67146.84","","","","","","","","","","","","","","","","","",""
"2019-11-06","13060","","64684.24","","","","","","","","","","","","","","","","","",""
"2019-11-07","12920","","66239.26","","","","","","","","","","","","","","","","","",""
"2019-11-08","12970","90.08","64916.99","","","","","","","","","","","35.93","39.73","295.98","211.17","48.88","","","31.5"
"2019-11-09","","","64882.46","","","","","","","","","","","","","","","","","",""
"2019-11-10","","","67885.87","","","","","","","","","","","","","","","","","",""
"2019-11-11","12815","","64195.16","","","","","","","","","","","","","","","","","",""
"2019-11-12","12810","","65579.57","","","","","","","","","","","","","","","","","",""
"2019-11-13","13025","","64884.63","","","","","","","","","","","","","","","","","",""
"2019-11-14","12985","","63420.21","","","","","","","","","","","","","","","","","",""
"2019-11-15","13020","87.4","64480.51","","","","","","","","","","","40.47","36.22","328.23","240.12","47.64","","","32.1"
"2019-11-16","","","62593.92","","","","","","","","","","","","","","","","","",""
"2019-11-17","","","63740.67","","","","","","","","","","","","","","","","","",""
"2019-11-18","13015","","62130.85","","","","","","","","","","","","","","","","","",""
"2019-11-19","12835","","63984.64","","","","","","","","","","","","","","","","","",""
"2019-11-20","12915","","63318.49","","","","","","","","","","","","","","","","","",""
"2019-11-21","12655","","64435.59","","","","","","","","","","","","","","","","","",""
"2019-11-22","12735","85.5","61404.87","","","","","","","","","","","39.6","36.24","363.18","276.83","46.75","","","32.6"
"2019-11-23","","","59757.19","","","","","","","","","","","","","","","","","",""
"2019-11-24","","","61211.88","","","","","","","","","","","","","","","","","",""
"2019-11-25","12760","","62046.02","","","","","","","","","","","","","","","","","",""
"2019-11-26","12855","","61071.87","","","","","","","","","","","","","","","","","",""
"2019-11-27","12830","","59487.2","","","","","","","","","","","","","","","","","",""
"2019-11-28","12735","","61745.05","","","","","","","","","","","","","","","","","",""
"2019-11-29","12760","83.21","60046.57","","","","","","","","","","","39.3","35.66","387.13","300.48","47.35","","","32.1"
"2019-11-30","","","58931.1","121.94","202.49","121.49","27.25","0.18","39.5","9.5","35.67","32.75","0","","","","","","72","72.5",""
"2019-12-01","","","64806.15","","","","","","","","","","","","","","","","","",""
"2019-12-02","12615","","55531.39","","","","","","","","","","","","","","","","","",""
"2019-12-03","12995","","54538.11","","","","","","","","","","","","","","","","","",""
"2019-12-04","12930","","53380.1","","","","","","","","","","","","","","","","","",""
"2019-12-05","13030","","54111.66","","","","","","","","","","","","","","","","","",""
"2019-12-06","13270","77.1","54073.34","","","","","","","","","","","40.2","33.92","423.11","333.81","49.1","","","32.3"
"2019-12-07","","","53443.61","","","","","","","","","","","","","","","","","",""
"2019-12-08","","","49815.92","","","","","","","","","","","","","","","","","",""
"2019-12-09","13220","","50719.02","","","","","","","","","","","","","","","","","",""
"2019-12-10","13195","","47117.62","","","","","","","","","","","","","","","","","",""
"2019-12-11","13215","","39807.1","","","","","","","","","","","","","","","","","",""
"2019-12-12","13330","","50137.29","","","","","","","","","","","","","","","","","",""
"2019-12-13","13370","70.99","44872.11","","","","","","","","","","","38.98","31","440.07","351.39","49.7","","","31.8"
"2019-12-14","","","42528.34","","","","","","","","","","","","","","","","","",""
"2019-12-15","","","43074.09","","","","","","","","","","","","","","","","","",""
"2019-12-16","13340","","41273.28","","","","","","","","","","","","","","","","","",""
"2019-12-17","13380","","41170.29","","","","","","","","","","","","","","","","","",""
"2019-12-18","13310","","37893.34","","","","","","","","","","","","","","","","","",""
"2019-12-19","13390","","35982.36","","","","","","","","","","","","","","","","","",""
"2019-12-20","13400","64.12","36149.7","","","","","","","","","","","37.1","28.67","451.56","366.37","48.09","","","31.7"
"2019-12-21","","","36840.71","","","","","","","","","","","","","","","","","",""
"2019-12-22","","","31917.31","","","","","","","","","","","","","","","","","",""
"2019-12-23","13340","","31567.47","","","","","","","","","","","","","","","","","",""
"2019-12-24","13380","","31105.43","","","","","","","","","","","","","","","","","",""
"2019-12-25","13315","","30883.82","","","","","","","","","","","","","","","","","",""
"2019-12-26","13415","","28917.49","","","","","","","","","","","","","","","","","",""
"2019-12-27","13645","51.53","27715.53","","","","","","","","","","","33.48","29.27","463.74","380.51","49.75","","","32.5"
"2019-12-28","","","26828.76","","","","","","","","","","","","","","","","","",""
"2019-12-29","","","25320.49","","","","","","","","","","","","","","","","","",""
"2019-12-30","14005","","25448.34","","","","","","","","","","","","","","","","","",""
"2019-12-31","13980","","24383.36","121.11","200.8","120.27","27.25","0.18","38.5","9","35.67","33.25","0","","","","","","73.3","73.2",""
"2020-01-01","","","24147.75","","","","","","","","","","","","","","","","","",""
"2020-01-02","13975","","21717.99","","","","","","","","","","","","","","","","","",""
"2020-01-03","14015","44.27","20142.94","","","","","","","","","","","35.15","31.03","472.26","385.42","51.69","","","32"
"2020-01-04","","","22711.99","","","","","","","","","","","","","","","","","",""
"2020-01-05","","","20461.13","","","","","","","","","","","","","","","","","",""
"2020-01-06","14070","","19576.46","","","","","","","","","","","","","","","","","",""
"2020-01-07","14215","","16477.48","","","","","","","","","","","","","","","","","",""
"2020-01-08","14165","","16837.47","","","","","","","","","","","","","","","","","",""
"2020-01-09","14260","","16083.86","","","","","","","","","","","","","","","","","",""
"2020-01-10","14285","35.88","16208.05","","","","","","","","","","","33.88","33.68","475.02","388.06","53.08","","","31.8"
"2020-01-11","","","11427.11","","","","","","","","","","","","","","","","","",""
"2020-01-12","","","13872.5","","","","","","","","","","","","","","","","","",""
"2020-01-13","14430","","9176.88","","","","","","","","","","","","","","","","","",""
"2020-01-14","14160","","8499.84","","","","","","","","","","","","","","","","","",""
"2020-01-15","13930","","6080.06","","","","","","","","","","","","","","","","","",""
"2020-01-16","14020","","5855.14","","","","","","","","","","","","","","","","","",""
"2020-01-17","14030","24.43","4555.25","","","","","","","","","","","35.22","34.57","472.22","383.1","53.9","","","31.7"
"2020-01-18","","","5298.04","","","","","","","","","","","","","","","","","",""
"2020-01-19","","","2023.56","","","","","","","","","","","","","","","","","",""
"2020-01-20","13995","","2242.64","","","","","","","","","","","","","","","","","",""
"2020-01-21","13795","","1571.39","","","","","","","","","","","","","","","","","",""
"2020-01-22","13705","","2079.13","","","","","","","","","","","","","","","","","",""
"2020-01-23","13440","","618.11","","","","","","","","","","","","","","","","","",""
"2020-01-24","","9.16","326.53","","","","","","","","","","","","35.75","","","","","","30.6"
"2020-01-25","","","514.13","","","","","","","","","","","","","","","","","",""
"2020-01-26","","","1226.29","","","","","","","","","","","","","","","","","",""
"2020-01-27","","","890.5","","","","","","","","","","","","","","","","","",""
"2020-01-28","","","777.58","","","","","","","","","","","","","","","","","",""
"2020-01-29","","","368.53","","","","","","","","","","","","","","","","","",""
"2020-01-30","","","927.91","","","","","","","","","","","","","","","","","",""
"2020-01-31","","1.53","485.97","120.48","200.01","120.22","27.25","0.18","38.5","8.5","35.67","32.75","0","","35.75","","","","71.7","72.7","30.4"
"2020-02-03","12565","","","","","","","","","","","","","","","","","","","",""
"2020-02-04","12620","","","","","","","","","","","","","","","","","","","",""
"2020-02-05","12950","","","","","","","","","","","","","","","","","","","",""
"2020-02-06","13120","","","","","","","","","","","","","","","","","","","",""
"2020-02-07","13135","4.58","","","","","","","","","","","","36.1","35.75","471.84","381","54.74","","","30.1"
"2020-02-10","13075","","","","","","","","","","","","","","","","","","","",""
"2020-02-11","13125","","","","","","","","","","","","","","","","","","","",""
"2020-02-12","13070","","","","","","","","","","","","","","","","","","","",""
"2020-02-13","13045","","","","","","","","","","","","","","","","","","","",""
"2020-02-14","13030","1.53","","","","","","","","","","","","38.35","35.75","478.22","380.63","59.24","","","31"
"2020-02-17","13510","","","","","","","","","","","","","","","","","","","",""
"2020-02-18","13180","","","","","","","","","","","","","","","","","","","",""
"2020-02-19","13260","","","","","","","","","","","","","","","","","","","",""
"2020-02-20","13325","","","","","","","","","","","","","","","","","","","",""
"2020-02-21","13265","0","","","","","","","","","","","","40.76","36.97","480.38","378.76","60.86","","","31.4"
"2020-02-24","12935","","","","","","","","","","","","","","","","","","","",""
"2020-02-25","13015","","","","","","","","","","","","","","","","","","","",""
"2020-02-26","12805","","","","","","","","","","","","","","","","","","","",""
"2020-02-27","12625","","","","","","","","","","","","","","","","","","","",""
"2020-02-28","12180","0","","","","","","","","","","","","44.66","39","480.4","374.98","60.76","","","32.6"
"2020-02-29","","","","121.33","201.32","119.01","27.25","0.18","37.5","8.5","35.67","33.75","0","","","","","","71.2","72.3",""
"2020-03-02","12390","","","","","","","","","","","","","","","","","","","",""
"2020-03-03","12520","","","","","","","","","","","","","","","","","","","",""
"2020-03-04","12490","","","","","","","","","","","","","","","","","","","",""
"2020-03-05","12770","","","","","","","","","","","","","","","","","","","",""
"2020-03-06","12600","5.34","","","","","","","","","","","","58.09","43","479.85","357.38","64.38","","","33.8"
"2020-03-09","12175","","","","","","","","","","","","","","","","","","","",""
"2020-03-10","12450","","","","","","","","","","","","","","","","","","","",""
"2020-03-11","12325","","","","","","","","","","","","","","","","","","","",""
"2020-03-12","12150","","","","","","","","","","","","","","","","","","","",""
"2020-03-13","11775","5.5","","","","","","","","","","","","59.37","45","466.92","345.61","61.94","","","34.6"
"2020-03-16","11435","","","","","","","","","","","","","","","","","","","",""
"2020-03-17","11560","","","","","","","","","","","","","","","","","","","",""
"2020-03-18","11530","","","","","","","","","","","","","","","","","","","",""
"2020-03-19","11095","","","","","","","","","","","","","","","","","","","",""
"2020-03-20","10990","5.67","","","","","","","","","","","","61.05","48","447.52","323.89","62.58","","","35.2"
"2020-03-23","10570","","","","","","","","","","","","","","","","","","","",""
"2020-03-24","10360","","","","","","","","","","","","","","","","","","","",""
"2020-03-25","10695","","","","","","","","","","","","","","","","","","","",""
"2020-03-26","10645","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","10720","8.9","","","","","","","","","","","","60.22","53","434.24","309.63","64.39","","","33.4"
"2020-03-30","10410","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","10540","","","121.59","201.77","118.16","27.25","0.18","36.5","8.25","35.67","34.5","0","","","","","","70.4","71.5",""
"2020-04-01","10740","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","10895","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","10875","9.4","","","","","","","","","","","","59.64","57","420.2","296.34","64.22","","","32.9"
"2020-04-07","11180","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","11505","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","11515","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","11535","9.56","","","","","","","","","","","","58.44","60","405.38","283.74","63.2","","","31.2"
"2020-04-13","11340","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","11415","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","11380","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","11310","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","11400","8.8","","","","","","","","","","","","59.78","61","403.03","276.12","67.13","","","30.6"
"2020-04-20","11520","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","11165","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","11295","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","11695","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","11460","9.86","","","","","","","","","","","","61.39","61.5","395.77","265.86","68.52","","","30.7"
"2020-04-27","11465","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","11400","","","","","","","","","","","","","","","","","","","",""
"2020-04-29","11450","","","","","","","","","","","","","","","","","","","",""
"2020-04-30","11650","","","121.71","201.99","110.58","27.25","0.18","35","7.5","35.67","35.25","0","","","","","","66.3","70.9",""
"2020-05-01","","9.86","","","","","","","","","","","","59.43","62","384.23","255.46","69.34","","","30.9"
"2020-05-06","11335","","","","","","","","","","","","","","","","","","","",""
"2020-05-07","11540","","","","","","","","","","","","","","","","","","","",""
"2020-05-08","11655","8.45","","","","","","","","","","","","58.49","63","365.76","236.89","70.38","","","31.2"
"2020-05-11","11620","","","","","","","","","","","","","","","","","","","",""
"2020-05-12","11535","","","","","","","","","","","","","","","","","","","",""
"2020-05-13","11550","","","","","","","","","","","","","","","","","","","",""
"2020-05-14","11490","","","","","","","","","","","","","","","","","","","",""
"2020-05-15","11645","7.04","","","","","","","","","","","","56.98","62.5","346.88","219.43","70.47","","","30.8"
"2020-05-18","11590","","","","","","","","","","","","","","","","","","","",""
"2020-05-19","11730","","","","","","","","","","","","","","","","","","","",""
"2020-05-20","11800","","","","","","","","","","","","","","","","","","","",""
"2020-05-21","11790","","","","","","","","","","","","","","","","","","","",""
"2020-05-22","11580","7.04","","","","","","","","","","","","55.84","60","333.51","200.01","77.66","","","29.6"
"2020-05-25","11620","","","","","","","","","","","","","","","","","","","",""
"2020-05-26","11630","","","","","","","","","","","","","","","","","","","",""
"2020-05-27","11605","","","","","","","","","","","","","","","","","","","",""
"2020-05-28","11560","","","","","","","","","","","","","","","","","","","",""
"2020-05-29","11480","9.86","","","","","","","","","","","","58.17","59.8","329.93","185.92","85.84","","","29.2"
"2020-05-31","","","","118.95","216.11","116.46","26.5","0.13","38","9.5","36.25","34.12","0","","","","","","67","72.1",""
"2020-06-01","11695","","","","","","","","","","","","","","","","","","","",""
"2020-06-02","11740","","","","","","","","","","","","","","","","","","","",""
"2020-06-03","11785","","","","","","","","","","","","","","","","","","","",""
"2020-06-04","11780","","","","","","","","","","","","","","","","","","","",""
"2020-06-05","11985","9.86","","","","","","","","","","","","58.19","58.5","318.78","175","85.59","","","28.9"
"2020-06-08","11985","","","","","","","","","","","","","","","","","","","",""
"2020-06-09","12095","","","","","","","","","","","","","","","","","","","",""
"2020-06-10","12020","","","","","","","","","","","","","","","","","","","",""
"2020-06-11","11975","","","","","","","","","","","","","","","","","","","",""
"2020-06-12","11855","7.04","","","","","","","","","","","","58.54","58","310.95","166.23","86.18","","","28.2"
"2020-06-15","11715","","","","","","","","","","","","","","","","","","","",""
"2020-06-16","11835","","","","","","","","","","","","","","","","","","","",""
"2020-06-17","11840","","","","","","","","","","","","","","","","","","","",""
"2020-06-18","11890","","","","","","","","","","","","","","","","","","","",""
"2020-06-19","11910","9.86","","","","","","","","","","","","59.81","59","299.75","156.18","83.76","","","27.8"
"2020-06-22","11730","","","","","","","","","","","","","","","","","","","",""
"2020-06-23","11670","","","","","","","","","","","","","","","","","","","",""
"2020-06-24","11650","","","","","","","","","","","","","","","","","","","",""
"2020-06-26","","8.45","","","","","","","","","","","","59.78","59.8","289.45","146.32","83.35","","","27.6"
"2020-06-29","11665","","","","","","","","","","","","","","","","","","","",""
"2020-06-30","11675","","","118.74","219.3","114.41","26.5","0.13","37","9","37.25","35.62","0","","","","","","64.8","65.83",""
"2020-07-01","11785","","","","","","","","","","","","","","","","","","","",""
"2020-07-02","11890","","","","","","","","","","","","","","","","","","","",""
"2020-07-03","11950","8.45","","","","","","","","","","","","59.19","59.5","278.16","138.76","80.21","","","27.4"
"2020-07-06","12025","","","","","","","","","","","","","","","","","","","",""
"2020-07-07","11950","","","","","","","","","","","","","","","","","","","",""
"2020-07-08","11925","","","","","","","","","","","","","","","","","","","",""
"2020-07-09","12110","","","","","","","","","","","","","","","","","","","",""
"2020-07-10","12055","7.04","","","","","","","","","","","","60.79","59.4","270.64","130.45","79.4","","","27.2"
"2020-07-13","12130","","","","","","","","","","","","","","","","","","","",""
"2020-07-14","11995","","","","","","","","","","","","","","","","","","","",""
"2020-07-15","12080","","","","","","","","","","","","","","","","","","","",""
"2020-07-16","11950","","","","","","","","","","","","","","","","","","","",""
"2020-07-17","11945","7.04","","","","","","","","","","","","58.9","59.8","254.97","120.48","75.59","","","27"
"2020-07-20","11980","","","","","","","","","","","","","","","","","","","",""
"2020-07-21","12080","","","","","","","","","","","","","","","","","","","",""
"2020-07-22","12165","","","","","","","","","","","","","","","","","","","",""
"2020-07-23","12070","","","","","","","","","","","","","","","","","","","",""
"2020-07-24","12010","7.04","","","","","","","","","","","","60.02","59.5","245.37","111.08","74.27","","","26.8"
"2020-07-27","11935","","","","","","","","","","","","","","","","","","","",""
"2020-07-28","11965","","","","","","","","","","","","","","","","","","","",""
"2020-07-29","12070","","","","","","","","","","","","","","","","","","","",""
"2020-07-30","12060","","","","","","","","","","","","","","","","","","","",""
"2020-07-31","12010","5.63","","116.25","217.16","114.29","26.5","0.13","37","9","37","35.37","0","58.94","60","234.48","103.51","72.03","63","63","28"
"2020-08-03","12125","","","","","","","","","","","","","","","","","","","",""
"2020-08-04","12055","","","","","","","","","","","","","","","","","","","",""
"2020-08-05","12070","","","","","","","","","","","","","","","","","","","",""
"2020-08-06","12275","","","","","","","","","","","","","","","","","","","",""
"2020-08-07","12340","4.26","","","","","","","","","","","","58.3","59.8","226.04","97.01","70.73","","","28.2"
"2020-08-10","12140","","","","","","","","","","","","","","","","","","","",""
"2020-08-11","12170","","","","","","","","","","","","","","","","","","","",""
"2020-08-12","12905","","","","","","","","","","","","","","","","","","","",""
"2020-08-13","12790","","","","","","","","","","","","","","","","","","","",""
"2020-08-14","12840","4.26","","","","","","","","","","","","57.55","59.2","217.92","91.36","69.01","","","28.5"
"2020-08-17","12920","","","","","","","","","","","","","","","","","","","",""
"2020-08-18","12900","","","","","","","","","","","","","","","","","","","",""
"2020-08-19","12830","","","","","","","","","","","","","","","","","","","",""
"2020-08-20","12850","","","","","","","","","","","","","","","","","","","",""
"2020-08-21","12930","2.82","","","","","","","","","","","","56.57","57.5","207.95","85.29","66.09","","","29.5"
