date,close,初榨棕榈油：产量：马来西亚（月）,棕榈仁油：产量：马来西亚（月）,棕榈仁油：出油率：马来西亚（月）,棕榈油：出油率：马来西亚（月）,棕榈油：单产：马来西亚（月）,印尼棕榈油协会：棕榈油：期初库存（月）,印尼棕榈油协会：毛棕榈仁油：产量（月）,印尼棕榈油协会：毛棕榈油：产量（月）,印尼棕榈油协会：棕榈油：产量（月）,印尼棕榈油协会：棕榈油：消费量（月）,印尼棕榈油协会：棕榈油：需求量（月）,印尼棕榈油协会：棕榈油：期末库存（月）,马来西亚棕榈油局：初榨棕榈油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：提取率：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：提取率：马来西亚（月）,马来西亚棕榈油局：棕榈油：精炼厂：产能：马来西亚（月）,马来西亚棕榈油局：棕榈油：化工生产企业：产能：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：平均产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：产量：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：产量：马来西亚（月）,棕榈油：24度：成交量合计（日）,USDA：棕榈油：非食用级加工使用量（月）,USDA：棕榈油：食品级加工使用量（月）,USDA：棕榈油：精炼：加工使用量（月）,USDA：棕榈仁油：精炼：加工使用量（月）,棕榈油：库存：中国（周）,精炼棕榈仁油：库存：马来西亚（月）,精炼棕榈油：库存：马来西亚（月）,毛棕榈仁油：库存：马来西亚（月）,初榨棕榈油：库存：马来西亚（月）,棕榈仁油：库存：马来西亚（月）,棕榈油：库存：马来西亚（月）,USDA：棕榈油：精炼：期末库存（月）,USDA：棕榈仁油：精炼：期末库存（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：库存：马来西亚（月）
"2018-12-24","4556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2018-12-25","4480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2018-12-26","4498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2018-12-27","4504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","","","","",""
"2018-12-28","4482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","48.11","","","","","","","","","","","","","","",""
"2018-12-31","","1808038","217296","45.46","19.83","0.32","","","","","","","","","","","","","","","","","","","","","","","","","10667","190060","200727","18815","","170401","1274372","263732","1940680","434133","3215052","316297","61586","","","","","","",""
"2019-01-02","4598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-03","4630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-04","4634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","50.13","","","","","","","","","","","","","","",""
"2019-01-07","4634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-08","4666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-09","4680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-10","4630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-11","4634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","52.24","","","","","","","","","","","","","","",""
"2019-01-14","4642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-15","4618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7200","","","","","","","","","","","","","","","","","","","",""
"2019-01-16","4616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-17","4578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-18","4678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","63.24","","","","","","","","","","","","","","",""
"2019-01-21","4752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-22","4726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-23","4748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-24","4780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-25","4778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","67.5","","","","","","","","","","","","","","",""
"2019-01-28","4844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-29","4822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-30","4802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-01-31","4778","1737461","211390","45.45","19.87","0.3","","","","","","","","1462992","121979","19.87","45.45","","","0.3","946545","270432","1342763","67295","3549","42797","71495","1737461","211390","0","8121","184988","193109","24336","","180738","1131850","282861","1873463","463599","3005313","306703","64755","339615","160918","5758","15656","63659","21774","118204"
"2019-02-01","4780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-02-11","4772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-12","4764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-13","4778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-14","4778","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-15","4768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","77.72","","","","","","","","","","","","","","",""
"2019-02-18","4780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-19","4836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-20","4738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-02-21","4708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-22","4712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","78.29","","","","","","","","","","","","","","",""
"2019-02-25","4668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-26","4570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-27","4562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-02-28","4560","1544518","174065","45.52","20.22","0.27","","","","","","","","1327468","109479","20.22","45.52","","","0.27","855453","246459","1233251","30796","3682","48075","66012","1544518","174065","0","7601","178992","186593","23452","","163796","1132966","262865","1926434","426661","3059400","359902","65708","336714","183588","6450","7557","61396","18065","129169"
"2019-03-01","4620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","77.86","","","","","","","","","","","","","","",""
"2019-03-04","4662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-05","4634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-06","4618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-07","4582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-08","4590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","78.43","","","","","","","","","","","","","","",""
"2019-03-11","4584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-03-12","4586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-13","4512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-14","4474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","","","","","","","","","",""
"2019-03-15","4448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","75.55","","","","","","","","","","","","","","",""
"2019-03-18","4462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-19","4438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-20","4486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-21","4492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-22","4466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","73.1","","","","","","","","","","","","","","",""
"2019-03-25","4426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","","","","","","","","","","","","","","","","","","","",""
"2019-03-26","4432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2019-03-27","4438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-28","4378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-03-29","4322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","78.93","","","","","","","","","","","","","","",""
"2019-03-31","","1672058","223419","45.87","20.27","0.29","","","","","","","","1600493","127080","20.27","45.87","","","0.29","979485","289496","1469012","43188","6091","47298","77556","1672058","223419","","8727","191297","200024","21234","","168055","1233548","300470","1689304","468525","2922852","291345","62244","372407","193632","10059","9742","64363","22006","156821"
"2019-04-01","4346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2019-04-02","4386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2019-04-03","4422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-04-04","4456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","",""
"2019-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.78","","","","","","","","","","","","","","",""
"2019-04-08","4452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2019-04-09","4520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-04-10","4466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-04-11","4672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-04-12","4702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","79.72","","","","","","","","","","","","","","",""
"2019-04-15","4668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-04-16","4644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-04-17","4670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2019-04-18","4590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-04-19","4616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","79.2","","","","","","","","","","","","","","",""
"2019-04-22","4616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2019-04-23","4604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-04-24","4570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4200","","","","","","","","","","","","","","","","","","","",""
"2019-04-25","4578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","","","","","","","","","","","","","","","","","","","",""
"2019-04-26","4504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","81.69","","","","","","","","","","","","","","",""
"2019-04-29","4500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-04-30","4496","1649368","190217","45.75","20.07","0.28","","","","","","","","1523041","119308","20.07","45.75","","","0.28","1003808","286252","1409297","29941","4157","44514","71677","1649368","190217","0","5564","190699","196263","22799","","169393","1136275","324582","1593429","493975","2729704","307723","65501","310075","192224","12261","7271","70475","18797","137983"
"2019-05-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7","","","","","","","","","","","","","","",""
"2019-05-06","4384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-05-07","4428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9500","","","","","","","","","","","","","","","","","","","",""
"2019-05-08","4412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2019-05-09","4432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-05-10","4412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","87.15","","","","","","","","","","","","","","",""
"2019-05-13","4382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000","","","","","","","","","","","","","","","","","","","",""
"2019-05-14","4374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","",""
"2019-05-15","4440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-05-16","4478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-05-17","4480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","82.4","","","","","","","","","","","","","","",""
"2019-05-20","4476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-05-21","4486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-05-22","4410","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","","","","","","","","","","","","","","","","","","","",""
"2019-05-23","4366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-05-24","4368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","77.48","","","","","","","","","","","","","","",""
"2019-05-27","4398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500","","","","","","","","","","","","","","","","","","","",""
"2019-05-28","4402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","","","","","","","","","","","","","","","","","","","",""
"2019-05-29","4510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-05-30","4462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-05-31","4470","1671467","204270","45.8","20","0.28","","","","","","","","1506929","124528","20","45.8","","","0.28","994353","281091","1402488","20695","6118","40625","68351","1671467","204270","2000","8703","193587","202290","17737","76.95","149536","984053","332411","1463197","481947","2447250","307030","67759","262141","140837","9321","10235","69345","17518","114864"
"2019-06-03","4378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-04","4420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-05","4420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-06","4390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.25","","","","","","","","","","","","","","",""
"2019-06-10","4398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8500","","","","","","","","","","","","","","","","","","","",""
"2019-06-11","4396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-12","4344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-13","4370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","","","","","","","","","","","","","","","","","","","",""
"2019-06-14","4388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","72.95","","","","","","","","","","","","","","",""
"2019-06-17","4372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-06-18","4376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-19","4366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-20","4350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-21","4340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","72.45","","","","","","","","","","","","","","",""
"2019-06-24","4306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2019-06-25","4300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2019-06-26","4256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-06-27","4292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-06-28","4286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","67.29","","","","","","","","","","","","","","",""
"2019-06-30","","1510835","160366","46.23","19.89","0.27","","","","","","","","1399382","121229","19.89","46.23","","","0.27","937225","259657","1300518","17273","3737","33708","64468","1510957","160366","","9079","158385","167464","20315","","157530","1064977","278675","1345769","436205","2410746","354896","71366","342584","155455","10971","7874","73781","13894","110812"
"2019-07-01","4304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000","","","","","","","","","","","","","","","","","","","",""
"2019-07-02","4262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3500","","","","","","","","","","","","","","","","","","","",""
"2019-07-03","4230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000","","","","","","","","","","","","","","","","","","","",""
"2019-07-04","4246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-05","4244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","","","","","71.3","","","","","","","","","","","","","","",""
"2019-07-08","4238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000","","","","","","","","","","","","","","","","","","","",""
"2019-07-09","4176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","4190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6500","","","","","","","","","","","","","","","","","","","",""
"2019-07-11","4198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-12","4180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","69.11","","","","","","","","","","","","","","",""
"2019-07-15","4236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-16","4220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","4198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","4196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","",""
"2019-07-19","4190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","74.67","","","","","","","","","","","","","","",""
"2019-07-22","4214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-23","4246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","4300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","4306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-07-26","4332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","70.65","","","","","","","","","","","","","","",""
"2019-07-29","4358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000","","","","","","","","","","","","","","","","","","","",""
"2019-07-30","4360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","4358","1740759","201270","45.99","20.11","0.3","","","","","","","","1476123","126245","20.11","45.99","","","0.3","966839","255947","1377900","15524","11078","50372","67644","1740759","201270","1000","9324","145855","155179","19835","","161827","1039973","290452","1338126","452279","2378099","380453","75927","365336","137515","2935","3251","60633","13872","112959"
"2019-08-01","4338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-02","4378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","69.1","","","","","","","","","","","","","","",""
"2019-08-05","4444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-06","4460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","4456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","4472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","","","","","","","","","","","","","","","","","","","",""
"2019-08-09","4784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","66.23","","","","","","","","","","","","","","",""
"2019-08-12","4830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-08-13","4862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-08-14","4820","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500","","","","","","","","","","","","","","","","","","","",""
"2019-08-15","4780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9500","","","","","","","","","","","","","","","","","","","",""
"2019-08-16","4768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","67.3","","","","","","","","","","","","","","",""
"2019-08-19","4728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000","","","","","","","","","","","","","","","","","","","",""
"2019-08-20","4766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000","","","","","","","","","","","","","","","","","","","",""
"2019-08-21","4728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500","","","","","","","","","","","","","","","","","","","",""
"2019-08-22","4842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-23","4878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","64.62","","","","","","","","","","","","","","",""
"2019-08-26","4988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-27","4864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-28","4898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-08-29","4852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-08-30","4774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","60.57","","","","","","","","","","","","","","",""
"2019-08-31","","1821548","199802","45.78","20.61","0.32","","","","","","","","1589638","125827","20.61","45.78","","","0.32","1069753","286286","1504961","11141","2927","56912","70907","1821548","199802","","10067","185091","195158","17747","","154061","949945","305280","1290578","459341","2240523","338324","75589","299599","123485","3989","5843","62317","12413","117386"
"2019-09-02","4870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-03","4838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-04","4856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-05","4768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-06","4794","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","","","","","63.83","","","","","","","","","","","","","","",""
"2019-09-09","4838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-10","4796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-09-11","4848","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2019-09-12","4784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2019-09-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.12","","","","","","","","","","","","","","",""
"2019-09-16","4884","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2019-09-17","5016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2019-09-18","4888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
